date,max_temp_celsius,min_temp_celsius,precipitation_mm,max_wind_speed_kmh,max_temp_fahrenheit,min_temp_fahrenheit,max_wind_speed_mph,precipitation_inches
2024-03-07,13.6,3.5,0.0,18.2,56.48,38.3,11.3089522,0.0
2024-03-08,13.4,8.0,15.0,20.4,56.120000000000005,46.4,12.675968399999999,0.5905511811023623
2024-03-09,8.4,2.9,0.0,24.9,47.120000000000005,37.22,15.4721379,0.0
2024-03-10,8.0,-2.1,0.0,21.9,46.4,28.22,13.608024899999998,0.0
2024-03-11,16.6,-1.4,0.0,26.3,61.88,29.48,16.3420573,0.0
2024-03-12,19.5,6.1,0.0,24.3,67.1,42.980000000000004,15.0993153,0.0
2024-03-13,21.2,9.7,0.0,22.5,70.16,49.46,13.9808475,0.0
2024-03-14,22.1,8.3,31.5,33.8,71.78,46.94,21.002339799999998,1.2401574803149606
2024-03-15,14.1,5.2,0.0,23.2,57.379999999999995,41.36,14.4158072,0.0
2024-03-16,17.1,4.0,0.0,41.8,62.78,39.2,25.973307799999997,0.0
2024-03-17,5.7,-0.2,0.0,26.8,42.260000000000005,31.64,16.652742800000002,0.0
2024-03-18,2.7,-3.7,0.0,25.0,36.86,25.34,15.534275000000001,0.0
2024-03-19,13.5,-3.6,0.0,32.2,56.3,25.52,20.008146200000002,0.0
2024-03-20,8.7,-0.7,0.0,22.4,47.66,30.74,13.9187104,0.0
2024-03-21,7.4,-2.5,0.0,16.2,45.32,27.5,10.0662102,0.0
2024-03-22,13.9,-0.6,0.9,31.3,57.02,30.92,19.4489123,0.03543307086614173
2024-03-23,7.3,0.4,0.0,25.1,45.14,32.72,15.5964121,0.0
2024-03-24,11.1,-0.8,0.0,25.2,51.98,30.56,15.6585492,0.0
2024-03-25,16.4,8.2,10.5,36.1,61.519999999999996,46.76,22.4314931,0.4133858267716536
2024-03-26,12.1,3.2,2.3,36.6,53.78,37.76,22.742178600000003,0.0905511811023622
2024-03-27,7.8,0.1,0.0,22.0,46.04,32.18,13.670162,0.0
2024-03-28,14.6,-2.1,0.0,24.3,58.28,28.22,15.0993153,0.0
2024-03-29,19.5,1.3,4.6,26.3,67.1,34.34,16.3420573,0.1811023622047244
2024-03-30,20.9,9.3,7.4,28.1,69.62,48.74,17.4605251,0.2913385826771654
2024-03-31,17.7,4.9,0.3,18.6,63.86,40.82,11.557500600000001,0.011811023622047244
2024-04-01,19.7,9.4,9.6,16.3,67.46,48.92,10.1283473,0.3779527559055118
2024-04-02,18.8,3.6,15.1,40.2,65.84,38.48,24.9791142,0.594488188976378
2024-04-03,3.7,1.5,5.2,33.8,38.660000000000004,34.7,21.002339799999998,0.20472440944881892
2024-04-04,4.6,1.4,2.7,26.2,40.28,34.52,16.2799202,0.10629921259842522
2024-04-05,8.7,-0.2,0.0,20.3,47.66,31.64,12.613831300000001,0.0
2024-04-06,12.5,-1.8,0.0,15.9,54.5,28.76,9.8797989,0.0
2024-04-07,14.8,5.6,16.1,36.2,58.64,42.08,22.493630200000002,0.6338582677165355
2024-04-08,22.8,8.9,0.0,20.1,73.04,48.02,12.4895571,0.0
2024-04-09,19.3,10.1,0.0,19.8,66.74000000000001,50.18,12.303145800000001,0.0
2024-04-10,16.8,9.1,4.8,18.3,62.24,48.379999999999995,11.371089300000001,0.1889763779527559
2024-04-11,15.7,9.7,18.0,26.4,60.26,49.46,16.404194399999998,0.7086614173228347
2024-04-12,16.5,7.3,3.5,36.6,61.7,45.14,22.742178600000003,0.1377952755905512
2024-04-13,20.5,5.5,0.0,23.9,68.9,41.9,14.8507669,0.0
2024-04-14,25.8,16.4,0.0,25.2,78.44,61.519999999999996,15.6585492,0.0
2024-04-15,24.3,12.4,0.0,18.2,75.74000000000001,54.32,11.3089522,0.0
2024-04-16,26.4,14.2,2.0,37.3,79.52,57.56,23.1771383,0.07874015748031496
2024-04-17,20.3,12.7,0.4,39.1,68.54,54.86,24.2956061,0.015748031496062995
2024-04-18,22.2,8.3,17.4,29.1,71.96,46.94,18.0818961,0.6850393700787402
2024-04-19,13.9,5.9,0.6,24.3,57.02,42.620000000000005,15.0993153,0.023622047244094488
2024-04-20,10.4,3.1,0.0,22.6,50.72,37.58,14.0429846,0.0
2024-04-21,12.9,0.1,0.0,17.4,55.22,32.18,10.811855399999999,0.0
2024-04-22,17.1,3.6,0.0,24.4,62.78,38.48,15.1614524,0.0
2024-04-23,14.4,10.5,11.0,25.8,57.92,50.9,16.031371800000002,0.4330708661417323
2024-04-24,13.0,3.3,0.0,18.5,55.4,37.94,11.4953635,0.0
2024-04-25,14.8,0.0,0.0,16.6,58.64,32.0,10.314758600000001,0.0
2024-04-26,19.2,6.9,5.8,29.5,66.56,44.42,18.3304445,0.2283464566929134
2024-04-27,26.3,16.6,16.7,33.2,79.34,61.88,20.629517200000002,0.65748031496063
2024-04-28,26.6,17.2,8.8,37.8,79.88,62.959999999999994,23.487823799999997,0.3464566929133859
2024-04-29,22.5,14.7,14.6,26.3,72.5,58.459999999999994,16.3420573,0.5748031496062992
2024-04-30,23.8,9.7,0.0,18.8,74.84,49.46,11.681774800000001,0.0
2024-05-01,24.9,14.2,0.9,20.3,76.82,57.56,12.613831300000001,0.03543307086614173
2024-05-02,27.9,14.0,3.7,23.6,82.22,57.2,14.6643556,0.1456692913385827
2024-05-03,23.0,14.6,0.8,17.1,73.4,58.28,10.625444100000001,0.03149606299212599
2024-05-04,26.5,12.3,2.0,15.4,79.7,54.14,9.5691134,0.07874015748031496
2024-05-05,21.4,11.5,0.0,18.7,70.52,52.7,11.6196377,0.0
2024-05-06,24.9,12.5,0.8,14.7,76.82,54.5,9.134153699999999,0.03149606299212599
2024-05-07,26.3,16.2,12.4,30.9,79.34,61.16,19.2003639,0.4881889763779528
2024-05-08,25.9,10.8,3.1,16.4,78.62,51.44,10.190484399999999,0.1220472440944882
2024-05-09,22.3,12.3,32.9,20.9,72.14,54.14,12.986653899999999,1.295275590551181
2024-05-10,18.8,9.2,0.2,17.3,65.84,48.56,10.749718300000001,0.007874015748031498
2024-05-11,21.0,11.9,0.0,26.7,69.8,53.42,16.5906057,0.0
2024-05-12,25.1,9.2,0.0,17.7,77.18,48.56,10.9982667,0.0
2024-05-13,23.7,14.7,6.9,17.4,74.66,58.459999999999994,10.811855399999999,0.27165354330708663
2024-05-14,20.6,13.8,2.4,20.0,69.08,56.84,12.42742,0.09448818897637795
2024-05-15,22.2,13.0,0.3,20.9,71.96,55.4,12.986653899999999,0.011811023622047244
2024-05-16,22.5,11.0,7.2,19.2,72.5,51.8,11.9303232,0.28346456692913385
2024-05-17,24.7,14.5,0.2,11.3,76.46,58.1,7.0214923,0.007874015748031498
2024-05-18,26.9,15.1,0.1,9.3,80.42,59.18,5.7787503000000005,0.003937007874015749
2024-05-19,29.5,18.1,0.2,20.1,85.1,64.58,12.4895571,0.007874015748031498
2024-05-20,29.4,17.9,0.2,24.3,84.91999999999999,64.22,15.0993153,0.007874015748031498
2024-05-21,30.8,18.1,0.5,35.0,87.44,64.58,21.747985,0.01968503937007874
2024-05-22,24.2,14.9,0.2,33.3,75.56,58.82,20.6916543,0.007874015748031498
2024-05-23,26.0,12.2,0.1,17.6,78.8,53.96,10.936129600000001,0.003937007874015749
2024-05-24,26.8,17.6,6.6,35.7,80.24000000000001,63.68,22.182944700000004,0.25984251968503935
2024-05-25,24.0,15.4,1.2,23.7,75.2,59.72,14.7264927,0.047244094488188976
2024-05-26,26.3,15.8,18.7,26.1,79.34,60.440000000000005,16.217783100000002,0.7362204724409449
2024-05-27,23.5,13.5,1.6,24.7,74.3,56.3,15.3478637,0.06299212598425198
2024-05-28,22.6,13.3,1.0,26.1,72.68,55.94,16.217783100000002,0.03937007874015748
2024-05-29,20.9,11.3,0.0,20.9,69.62,52.34,12.986653899999999,0.0
2024-05-30,22.4,9.6,0.0,11.1,72.32,49.28,6.8972181,0.0
2024-05-31,24.6,11.7,0.0,18.4,76.28,53.06,11.433226399999999,0.0
2024-06-01,22.0,15.3,9.1,27.0,71.6,59.540000000000006,16.777017,0.3582677165354331
2024-06-02,23.6,16.4,0.0,14.0,74.48,61.519999999999996,8.699194,0.0
2024-06-03,28.8,15.2,0.0,18.7,83.84,59.36,11.6196377,0.0
2024-06-04,27.8,19.3,3.1,24.0,82.04,66.74000000000001,14.912904000000001,0.1220472440944882
2024-06-05,26.8,18.3,12.0,21.6,80.24000000000001,64.94,13.4216136,0.4724409448818898
2024-06-06,25.5,17.5,0.0,28.5,77.9,63.5,17.7090735,0.0
2024-06-07,26.0,15.0,0.0,25.8,78.8,59.0,16.031371800000002,0.0
2024-06-08,27.1,16.0,0.1,25.8,80.78,60.8,16.031371800000002,0.003937007874015749
2024-06-09,25.9,13.1,0.0,27.2,78.62,55.58,16.9012912,0.0
2024-06-10,21.0,12.5,0.2,18.6,69.8,54.5,11.557500600000001,0.007874015748031498
2024-06-11,24.0,10.3,0.0,9.2,75.2,50.54,5.716613199999999,0.0
2024-06-12,29.6,16.2,0.1,20.6,85.28,61.16,12.8002426,0.003937007874015749
2024-06-13,32.3,19.4,10.6,24.7,90.14,66.92,15.3478637,0.4173228346456693
2024-06-14,29.3,19.9,10.6,17.8,84.74,67.82,11.060403800000001,0.4173228346456693
2024-06-15,30.1,16.5,0.0,17.1,86.18,61.7,10.625444100000001,0.0
2024-06-16,33.2,19.1,0.0,23.2,91.76,66.38,14.4158072,0.0
2024-06-17,34.1,23.5,0.0,25.9,93.38000000000001,74.3,16.0935089,0.0
2024-06-18,31.3,22.7,1.5,28.1,88.34,72.86,17.4605251,0.05905511811023623
2024-06-19,32.4,23.1,0.2,15.8,90.32,73.58,9.8176618,0.007874015748031498
2024-06-20,32.9,22.2,0.0,10.7,91.22,71.96,6.648669699999999,0.0
2024-06-21,33.1,20.6,0.0,15.1,91.58000000000001,69.08,9.3827021,0.0
2024-06-22,32.5,24.2,0.0,26.6,90.5,75.56,16.5284686,0.0
2024-06-23,30.3,22.5,0.9,25.6,86.53999999999999,72.5,15.9070976,0.03543307086614173
2024-06-24,31.0,18.5,0.0,19.1,87.8,65.3,11.8681861,0.0
2024-06-25,32.9,23.8,0.1,22.8,91.22,74.84,14.1672588,0.003937007874015749
2024-06-26,27.5,21.6,0.4,13.6,81.5,70.88,8.4506456,0.015748031496062995
2024-06-27,26.6,17.3,0.0,16.4,79.88,63.14,10.190484399999999,0.0
2024-06-28,29.7,19.4,0.1,19.8,85.46000000000001,66.92,12.303145800000001,0.003937007874015749
2024-06-29,31.5,22.5,15.8,21.9,88.7,72.5,13.608024899999998,0.6220472440944883
2024-06-30,23.8,14.8,0.0,19.8,74.84,58.64,12.303145800000001,0.0
2024-07-01,23.6,11.6,0.0,16.0,74.48,52.879999999999995,9.941936,0.0
2024-07-02,30.0,16.2,0.0,21.3,86.0,61.16,13.235202300000001,0.0
2024-07-03,29.4,22.9,4.9,22.7,84.91999999999999,73.22,14.1051217,0.19291338582677167
2024-07-04,25.1,20.3,13.8,12.3,77.18,68.54,7.6428633,0.5433070866141733
2024-07-05,27.2,19.3,0.2,24.5,80.96,66.74000000000001,15.223589500000001,0.007874015748031498
2024-07-06,26.5,17.5,0.0,14.3,79.7,63.5,8.8856053,0.0
2024-07-07,29.3,17.4,0.0,14.8,84.74,63.32,9.1962908,0.0
2024-07-08,29.4,20.5,7.7,21.7,84.91999999999999,68.9,13.4837507,0.3031496062992126
2024-07-09,22.9,19.9,59.1,26.3,73.22,67.82,16.3420573,2.3267716535433074
2024-07-10,27.2,18.8,8.7,26.3,80.96,65.84,16.3420573,0.3425196850393701
2024-07-11,26.3,17.8,4.1,15.8,79.34,64.04,9.8176618,0.16141732283464566
2024-07-12,28.5,17.8,0.3,6.8,83.3,64.04,4.2253228,0.011811023622047244
2024-07-13,30.5,19.6,0.0,17.7,86.9,67.28,10.9982667,0.0
2024-07-14,31.6,23.2,11.3,25.8,88.88000000000001,73.75999999999999,16.031371800000002,0.44488188976377957
2024-07-15,32.6,23.8,8.1,28.3,90.68,74.84,17.5847993,0.3188976377952756
2024-07-16,29.8,21.9,1.1,27.9,85.64,71.42,17.3362509,0.043307086614173235
2024-07-17,26.9,19.9,3.3,19.6,80.42,67.82,12.1788716,0.12992125984251968
2024-07-18,22.8,15.9,0.0,16.5,73.04,60.62,10.2526215,0.0
2024-07-19,24.5,11.8,0.0,8.7,76.1,53.24,5.4059276999999994,0.0
2024-07-20,24.9,14.9,0.0,9.0,76.82,58.82,5.592339,0.0
2024-07-21,26.3,17.4,0.0,9.7,79.34,63.32,6.027298699999999,0.0
2024-07-22,27.0,15.9,0.5,8.2,80.6,60.62,5.0952421999999995,0.01968503937007874
2024-07-23,27.9,17.7,1.3,14.3,82.22,63.86,8.8856053,0.05118110236220473
2024-07-24,28.8,19.2,6.1,17.9,83.84,66.56,11.122540899999999,0.24015748031496062
2024-07-25,27.0,18.2,0.2,13.4,80.6,64.75999999999999,8.326371400000001,0.007874015748031498
2024-07-26,26.6,14.5,0.0,14.3,79.88,58.1,8.8856053,0.0
2024-07-27,28.7,16.0,0.0,12.4,83.66,60.8,7.7050004,0.0
2024-07-28,29.1,21.5,12.4,17.0,84.38000000000001,70.7,10.563307,0.4881889763779528
2024-07-29,29.3,20.7,6.6,27.2,84.74,69.25999999999999,16.9012912,0.25984251968503935
2024-07-30,31.7,19.4,0.0,12.1,89.06,66.92,7.5185891,0.0
2024-07-31,30.9,21.8,6.2,22.2,87.61999999999999,71.24000000000001,13.7944362,0.2440944881889764
2024-08-01,30.4,22.8,5.3,18.8,86.72,73.04,11.681774800000001,0.20866141732283466
2024-08-02,27.6,21.2,1.0,20.5,81.68,70.16,12.7381055,0.03937007874015748
2024-08-03,31.1,20.4,0.0,12.9,87.98,68.72,8.015685900000001,0.0
2024-08-04,31.9,21.6,0.0,12.8,89.41999999999999,70.88,7.9535488,0.0
2024-08-05,33.4,22.9,0.0,14.2,92.11999999999999,73.22,8.823468199999999,0.0
2024-08-06,31.6,20.6,0.5,26.0,88.88000000000001,69.08,16.155646,0.01968503937007874
2024-08-07,25.4,19.6,0.0,18.9,77.72,67.28,11.743911899999999,0.0
2024-08-08,27.5,16.4,0.0,14.5,81.5,61.519999999999996,9.0098795,0.0
2024-08-09,23.4,17.2,0.0,20.1,74.12,62.959999999999994,12.4895571,0.0
2024-08-10,24.2,14.0,0.0,20.9,75.56,57.2,12.986653899999999,0.0
2024-08-11,25.6,14.0,0.0,16.6,78.08,57.2,10.314758600000001,0.0
2024-08-12,24.5,14.6,0.0,8.9,76.1,58.28,5.530201900000001,0.0
2024-08-13,26.8,16.1,0.0,10.4,80.24000000000001,60.980000000000004,6.4622584000000005,0.0
2024-08-14,28.4,16.7,0.0,14.5,83.12,62.059999999999995,9.0098795,0.0
2024-08-15,27.6,19.9,14.3,24.0,81.68,67.82,14.912904000000001,0.5629921259842521
2024-08-16,29.1,20.6,0.2,20.0,84.38000000000001,69.08,12.42742,0.007874015748031498
2024-08-17,26.2,20.5,0.7,22.8,79.16,68.9,14.1672588,0.027559055118110236
2024-08-18,25.7,18.9,0.3,23.8,78.25999999999999,66.02,14.7886298,0.011811023622047244
2024-08-19,24.4,16.5,0.0,23.1,75.92,61.7,14.3536701,0.0
2024-08-20,22.1,14.2,0.0,15.1,71.78,57.56,9.3827021,0.0
2024-08-21,22.5,11.5,0.0,13.0,72.5,52.7,8.077823,0.0
2024-08-22,23.9,11.8,0.0,11.5,75.02,53.24,7.1457665,0.0
2024-08-23,27.4,12.3,0.0,9.7,81.32,54.14,6.027298699999999,0.0
2024-08-24,31.3,18.6,0.0,16.1,88.34,65.48,10.004073100000001,0.0
2024-08-25,31.5,21.6,0.0,19.2,88.7,70.88,11.9303232,0.0
2024-08-26,33.4,23.1,0.0,18.2,92.11999999999999,73.58,11.3089522,0.0
2024-08-27,34.5,23.8,2.6,16.1,94.1,74.84,10.004073100000001,0.10236220472440946
2024-08-28,30.0,21.5,0.0,12.6,86.0,70.7,7.8292746,0.0
2024-08-29,31.1,20.7,0.0,10.5,87.98,69.25999999999999,6.5243955,0.0
2024-08-30,32.7,23.1,10.3,15.9,90.86,73.58,9.8797989,0.4055118110236221
2024-08-31,26.9,18.4,4.0,13.0,80.42,65.12,8.077823,0.15748031496062992
2024-09-01,26.7,16.7,0.2,20.3,80.06,62.059999999999995,12.613831300000001,0.007874015748031498
2024-09-02,22.8,13.5,0.0,18.5,73.04,56.3,11.4953635,0.0
2024-09-03,23.0,12.3,0.0,14.1,73.4,54.14,8.7613311,0.0
2024-09-04,27.5,12.1,0.0,11.2,81.5,53.78,6.9593552,0.0
2024-09-05,29.6,19.6,0.5,16.6,85.28,67.28,10.314758600000001,0.01968503937007874
2024-09-06,24.4,15.6,7.6,22.6,75.92,60.08,14.0429846,0.2992125984251969
2024-09-07,19.1,11.4,0.0,21.4,66.38,52.52,13.297339399999998,0.0
2024-09-08,20.8,8.4,0.0,9.0,69.44,47.120000000000005,5.592339,0.0
2024-09-09,23.8,10.3,0.0,12.6,74.84,50.54,7.8292746,0.0
2024-09-10,26.4,10.7,0.0,10.1,79.52,51.26,6.2758471,0.0
2024-09-11,28.8,13.3,0.0,10.7,83.84,55.94,6.648669699999999,0.0
2024-09-12,29.4,15.0,0.0,15.0,84.91999999999999,59.0,9.320565,0.0
2024-09-13,26.6,18.0,0.8,20.6,79.88,64.4,12.8002426,0.03149606299212599
2024-09-14,30.0,18.2,0.0,15.6,86.0,64.75999999999999,9.6933876,0.0
2024-09-15,29.7,18.9,0.0,14.8,85.46000000000001,66.02,9.1962908,0.0
2024-09-16,30.0,17.2,0.0,12.1,86.0,62.959999999999994,7.5185891,0.0
2024-09-17,29.1,15.5,0.0,11.0,84.38000000000001,59.9,6.835081,0.0
2024-09-18,29.2,14.7,0.0,8.7,84.56,58.459999999999994,5.4059276999999994,0.0
2024-09-19,30.0,16.9,0.0,12.4,86.0,62.42,7.7050004,0.0
2024-09-20,30.8,20.2,0.1,16.7,87.44,68.36,10.3768957,0.003937007874015749
2024-09-21,31.5,17.7,0.0,12.5,88.7,63.86,7.7671375000000005,0.0
2024-09-22,25.0,19.8,5.1,21.0,77.0,67.64,13.048791,0.20078740157480315
2024-09-23,20.3,16.7,6.7,13.7,68.54,62.059999999999995,8.512782699999999,0.26377952755905515
2024-09-24,23.0,15.6,10.9,18.7,73.4,60.08,11.6196377,0.42913385826771655
2024-09-25,22.5,12.0,0.0,11.8,72.5,53.6,7.3321778,0.0
2024-09-26,24.4,13.8,0.0,22.4,75.92,56.84,13.9187104,0.0
2024-09-27,20.8,16.4,22.1,46.3,69.44,61.519999999999996,28.7694773,0.8700787401574804
2024-09-28,25.1,17.4,2.3,33.0,77.18,63.32,20.505243,0.0905511811023622
2024-09-29,24.7,17.7,0.1,23.3,76.46,63.86,14.4779443,0.003937007874015749
2024-09-30,23.9,17.3,0.4,14.1,75.02,63.14,8.7613311,0.015748031496062995
2024-10-01,21.6,13.1,0.0,23.5,70.88,55.58,14.6022185,0.0
2024-10-02,19.6,7.8,0.0,11.6,67.28,46.04,7.2079036,0.0
2024-10-03,23.3,9.2,0.0,11.3,73.94,48.56,7.0214923,0.0
2024-10-04,23.9,11.5,0.0,17.4,75.02,52.7,10.811855399999999,0.0
2024-10-05,27.2,15.7,0.0,21.3,80.96,60.26,13.235202300000001,0.0
2024-10-06,24.5,14.7,0.0,25.9,76.1,58.459999999999994,16.0935089,0.0
2024-10-07,19.3,9.7,0.0,13.0,66.74000000000001,49.46,8.077823,0.0
2024-10-08,21.0,7.3,0.0,11.4,69.8,45.14,7.0836294,0.0
2024-10-09,23.7,9.7,0.0,10.2,74.66,49.46,6.337984199999999,0.0
2024-10-10,23.5,9.9,0.0,11.2,74.3,49.82,6.9593552,0.0
2024-10-11,25.6,11.2,0.0,17.4,78.08,52.16,10.811855399999999,0.0
2024-10-12,27.2,14.7,0.0,24.5,80.96,58.459999999999994,15.223589500000001,0.0
2024-10-13,21.5,11.4,0.0,33.9,70.7,52.52,21.0644769,0.0
2024-10-14,15.3,8.4,0.0,25.7,59.540000000000006,47.120000000000005,15.9692347,0.0
2024-10-15,11.4,4.4,1.6,30.3,52.52,39.92,18.8275413,0.06299212598425198
2024-10-16,13.6,2.7,0.0,14.8,56.48,36.86,9.1962908,0.0
2024-10-17,16.3,2.4,0.0,12.9,61.34,36.32,8.015685900000001,0.0
2024-10-18,18.5,5.1,0.0,14.7,65.3,41.18,9.134153699999999,0.0
2024-10-19,20.3,5.6,0.0,11.2,68.54,42.08,6.9593552,0.0
2024-10-20,22.8,7.9,0.0,14.0,73.04,46.22,8.699194,0.0
2024-10-21,24.5,9.9,0.0,16.0,76.1,49.82,9.941936,0.0
2024-10-22,23.2,11.6,1.0,27.9,73.75999999999999,52.879999999999995,17.3362509,0.03937007874015748
2024-10-23,18.5,10.0,0.0,21.6,65.3,50.0,13.4216136,0.0
2024-10-24,17.4,4.8,0.0,17.3,63.32,40.64,10.749718300000001,0.0
2024-10-25,20.7,11.1,0.9,20.9,69.25999999999999,51.98,12.986653899999999,0.03543307086614173
2024-10-26,16.0,6.6,0.0,16.7,60.8,43.879999999999995,10.3768957,0.0
2024-10-27,15.3,2.1,0.0,11.7,59.540000000000006,35.78,7.2700407,0.0
2024-10-28,20.4,5.6,0.0,27.5,68.72,42.08,17.0877025,0.0
2024-10-29,25.7,18.9,0.0,32.2,78.25999999999999,66.02,20.008146200000002,0.0
2024-10-30,25.1,18.4,0.0,31.5,77.18,65.12,19.5731865,0.0
