Item,Qty,Datetime,Traffic
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 08:12:01,837
Muffin - Guilt Free - FM,1,2023-06-10 08:11:52,837
KA - Original - FM,1,2023-06-10 08:11:52,837
Croissant - Pain Au Raisin - FM,1,2023-06-10 08:11:52,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:11:52,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:10:42,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:10:37,837
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 08:10:01,837
Banana Bread w. Walnuts - FM,1,2023-06-10 08:10:01,837
Croissant - Coffee & Macadamia - FM,1,2023-06-10 08:09:58,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:09:58,837
Croissant - Almond - FM,1,2023-06-10 08:09:07,837
Croissant - Pain Au Chocolat - FM,1,2023-06-10 08:08:51,837
KA - Everything - FM,1,2023-06-10 08:07:12,837
Croissant - Almond - FM,1,2023-06-10 08:07:12,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:07:12,837
Drink 1 - Drip Coffee - FM,1,2023-06-10 08:07:12,837
Drink 2 - Cold Brew - FM,1,2023-06-10 08:06:18,837
Drink 3 - Mango Black Tea - FM,1,2023-06-10 08:06:18,837
Croissant - Almond - FM,1,2023-06-10 08:05:36,837
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-10 08:05:36,837
Croissant - Coffee & Macadamia - FM,1,2023-06-10 08:05:22,837
KA - Everything - FM,1,2023-06-10 08:05:22,837
KA - Original - FM,1,2023-06-10 08:05:22,837
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-10 08:01:54,837
Croissant - Coffee & Macadamia - FM,1,2023-06-10 07:59:09,587
Croissant - Almond - FM,1,2023-06-10 07:58:47,587
Drink 3 - Mango Black Tea - FM,1,2023-06-10 07:58:47,587
KA - Original - FM,1,2023-06-10 07:57:37,587
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 07:57:08,587
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-10 07:57:08,587
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 07:57:08,587
Croissant - Pain Au Raisin - FM,2,2023-06-10 07:56:06,587
KA - Original - FM,1,2023-06-10 07:56:06,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:53:52,587
Croissant - Coffee & Macadamia - FM,1,2023-06-10 07:53:52,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:50:45,587
Croissant - Pain Au Chocolat - FM,1,2023-06-10 07:50:21,587
Croissant - Coffee & Macadamia - FM,1,2023-06-10 07:49:00,587
Banana Bread w. Walnuts - FM,1,2023-06-10 07:47:22,587
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 07:47:19,587
Muffin - Guilt Free - FM,1,2023-06-10 07:47:19,587
Croissant - Almond - FM,1,2023-06-10 07:46:23,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:46:23,587
Croissant - Coffee & Macadamia - FM,1,2023-06-10 07:46:01,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:44:31,587
Croissant - Butter - FM,1,2023-06-10 07:42:27,587
Croissant - Cube - FM,1,2023-06-10 07:42:27,587
Croissant - Almond - FM,1,2023-06-10 07:40:25,587
Drink 4 - Strawberry Lemonade- FM,1,2023-06-10 07:40:25,587
Croissant - Butter - FM,1,2023-06-10 07:38:49,587
Drink 1 - Drip Coffee - FM,2,2023-06-10 07:37:41,587
Croissant - Almond - FM,1,2023-06-10 07:37:41,587
Croissant - Pain Au Raisin - FM,1,2023-06-10 07:37:41,587
Croissant - Butter - FM,1,2023-06-10 07:36:44,587
Croissant - Almond - FM,1,2023-06-10 07:36:44,587
Drink 2 - Cold Brew - FM,1,2023-06-10 07:36:44,587
Drink 2 - Cold Brew - FM,2,2023-06-10 07:35:17,587
Drink 1 - Drip Coffee - FM,2,2023-06-10 07:31:15,587
Croissant - Ube & Strawberry - FM,1,2023-06-10 07:26:11,587
Drink 3 - Mango Black Tea - FM,1,2023-06-10 07:20:34,587
Croissant - Pain Au Chocolat - FM,1,2023-06-10 07:19:33,587
Croissant - Butter - FM,2,2023-06-10 07:19:15,587
Muffin - Guilt Free - FM,1,2023-06-10 07:18:50,587
Croissant - Ube & Strawberry - FM,1,2023-06-10 07:18:50,587
Croissant - Almond - FM,3,2023-06-10 07:13:42,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:13:42,587
Croissant - Almond - FM,1,2023-06-10 07:12:42,587
Croissant - Pain Au Chocolat - FM,1,2023-06-10 07:11:56,587
Drink 3 - Mango Black Tea - FM,1,2023-06-10 07:11:56,587
Croissant - Cube - FM,1,2023-06-10 07:10:03,587
Croissant - Coffee & Macadamia - FM,1,2023-06-10 07:05:50,587
Croissant - Almond - FM,1,2023-06-10 07:05:50,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 07:05:50,587
Drink 3 - Mango Black Tea - FM,1,2023-06-10 07:05:50,587
Croissant - Pain Au Chocolat - FM,2,2023-06-10 07:00:58,587
KA - Original - FM,1,2023-06-10 07:00:58,587
KA - Original - FM,2,2023-06-10 06:58:03,587
Drink 1 - Drip Coffee - FM,1,2023-06-10 06:48:35,587
Muffin - Guilt Free - FM,1,2023-06-03 11:44:17,680
Croissant - Pain Au Chocolat - FM,1,2023-06-03 11:42:46,680
KA - Everything - FM,1,2023-06-03 11:41:32,680
Drink 2 - Cold Brew - FM,1,2023-06-03 11:32:20,680
Croissant - Cube - FM,1,2023-06-03 11:31:35,680
Croissant - Cinnamon Sugar Sticks - FM,2,2023-06-03 11:31:35,680
Croissant - Cube - FM,1,2023-06-03 11:23:43,680
Croissant - Cube - FM,1,2023-06-03 11:23:09,680
Drink 3 - Mango Black Tea - FM,1,2023-06-03 11:23:09,680
Drink 2 - Cold Brew - FM,1,2023-06-03 11:23:09,680
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 11:19:09,680
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 11:16:04,680
Croissant - Cube - FM,1,2023-06-03 11:14:54,680
Croissant - Cube - FM,1,2023-06-03 11:13:42,680
KA - Original - FM,1,2023-06-03 11:13:42,680
Croissant - Cube - FM,1,2023-06-03 11:13:23,680
Muffin - Guilt Free - FM,1,2023-06-03 11:11:37,680
Pastel De Nata - FM,2,2023-06-03 11:10:59,680
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 11:10:55,680
Croissant - Coffee & Macadamia - FM,1,2023-06-03 11:08:53,680
Croissant - Almond - FM,1,2023-06-03 11:08:53,680
Drink 3 - Mango Black Tea - FM,1,2023-06-03 11:08:25,680
Croissant - Almond - FM,1,2023-06-03 11:07:58,680
Croissant - Pain Au Chocolat - FM,1,2023-06-03 11:07:58,680
KA - Original - FM,1,2023-06-03 11:07:00,680
Croissant - Almond - FM,1,2023-06-03 11:07:00,680
Drink 3 - Mango Black Tea - FM,1,2023-06-03 11:04:54,680
Drink 2 - Cold Brew - FM,1,2023-06-03 11:02:41,680
Drink 2 - Cold Brew - FM,1,2023-06-03 11:02:09,680
Croissant - Pain Au Chocolat - FM,1,2023-06-03 11:01:34,680
Drink 2 - Cold Brew - FM,2,2023-06-03 10:58:32,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:58:32,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:56:31,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:53:04,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:49:35,823
KA - Original - FM,1,2023-06-03 10:48:59,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:48:59,823
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 10:48:48,823
Drink 2 - Cold Brew - FM,3,2023-06-03 10:44:35,823
Drink 2 - Cold Brew - FM,2,2023-06-03 10:44:12,823
Croissant - Coffee & Macadamia - FM,1,2023-06-03 10:44:12,823
Canele - Vanilla - FM,1,2023-06-03 10:42:21,823
Canele - Vanilla - FM,2,2023-06-03 10:42:08,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:41:45,823
Banana Bread w. Walnuts - FM,1,2023-06-03 10:40:34,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:38:03,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:38:03,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:37:42,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:37:15,823
Canele - Vanilla - FM,1,2023-06-03 10:37:04,823
KA - Original - FM,1,2023-06-03 10:36:03,823
Pastel De Nata - FM,2,2023-06-03 10:34:26,823
Croissant - Almond - FM,1,2023-06-03 10:33:59,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:33:59,823
KA - Everything - FM,1,2023-06-03 10:33:34,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:33:34,823
Banana Bread w. Walnuts - FM,1,2023-06-03 10:32:58,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:32:58,823
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 10:32:25,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:31:10,823
Croissant - Pain Au Chocolat - FM,1,2023-06-03 10:31:10,823
Muffin - Guilt Free - FM,1,2023-06-03 10:30:44,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:28:18,823
Croissant - Almond - FM,1,2023-06-03 10:27:12,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:26:57,823
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 10:26:57,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:26:13,823
Croissant - Almond - FM,1,2023-06-03 10:26:13,823
Croissant - Coffee & Macadamia - FM,1,2023-06-03 10:26:13,823
KA - Everything - FM,1,2023-06-03 10:25:47,823
Croissant - Pain Au Chocolat - FM,1,2023-06-03 10:24:54,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:24:54,823
Drink 2 - Cold Brew - FM,2,2023-06-03 10:23:49,823
Croissant - Pain Au Chocolat - FM,1,2023-06-03 10:23:37,823
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 10:23:37,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:22:49,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:21:01,823
Croissant - Cube - FM,1,2023-06-03 10:18:00,823
Danish - Blueberry - FM,1,2023-06-03 10:17:04,823
Drink 1 - Drip Coffee - FM,1,2023-06-03 10:16:41,823
Drink 2 - Cold Brew - FM,2,2023-06-03 10:13:23,823
Danish - Blueberry - FM,1,2023-06-03 10:13:23,823
Drink 1 - Drip Coffee - FM,2,2023-06-03 10:12:25,823
Croissant - Cube - FM,1,2023-06-03 10:11:42,823
KA - Everything - FM,1,2023-06-03 10:11:42,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:11:17,823
Croissant - Almond - FM,1,2023-06-03 10:10:45,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:10:45,823
Croissant - Cube - FM,1,2023-06-03 10:10:37,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:10:37,823
Banana Bread w. Walnuts - FM,1,2023-06-03 10:08:18,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:07:49,823
Croissant - Butter - FM,1,2023-06-03 10:07:18,823
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 10:05:41,823
Croissant - Ube & Strawberry - FM,1,2023-06-03 10:03:53,823
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 10:03:53,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:03:06,823
Muffin - Guilt Free - FM,1,2023-06-03 10:01:56,823
Danish - Blueberry - FM,1,2023-06-03 10:01:56,823
Croissant - Almond - FM,1,2023-06-03 10:01:56,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 10:01:56,823
Drink 2 - Cold Brew - FM,1,2023-06-03 10:01:17,823
Croissant - Almond - FM,1,2023-06-03 10:01:10,823
Danish - Blueberry - FM,1,2023-06-03 10:01:10,823
Croissant - Cube - FM,1,2023-06-03 10:00:16,823
Croissant - Pain Au Chocolat - FM,1,2023-06-03 10:00:16,823
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:59:08,893
Croissant - Almond - FM,1,2023-06-03 09:58:47,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:58:47,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:58:25,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:57:56,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:57:45,893
Pastel De Nata - FM,3,2023-06-03 09:56:50,893
Croissant - Pain Au Chocolat - FM,1,2023-06-03 09:56:50,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:56:35,893
KA - Everything - FM,1,2023-06-03 09:56:35,893
Croissant - Butter - FM,1,2023-06-03 09:55:57,893
Danish - Blueberry - FM,1,2023-06-03 09:55:46,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:55:46,893
Drink 1 - Drip Coffee - FM,1,2023-06-03 09:54:24,893
Croissant - Almond - FM,1,2023-06-03 09:53:53,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:53:53,893
Canele - Vanilla - FM,1,2023-06-03 09:53:53,893
Croissant - Pain Au Chocolat - FM,1,2023-06-03 09:52:52,893
Croissant - Cube - FM,1,2023-06-03 09:52:52,893
Canele - Vanilla - FM,2,2023-06-03 09:52:52,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:50:12,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:50:12,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:48:38,893
Drink 1 - Drip Coffee - FM,1,2023-06-03 09:48:38,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:47:07,893
Banana Bread w. Walnuts - FM,1,2023-06-03 09:46:41,893
Croissant - Butter - FM,1,2023-06-03 09:46:07,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:46:07,893
Croissant - Coffee & Macadamia - FM,1,2023-06-03 09:45:49,893
Canele - Vanilla - FM,1,2023-06-03 09:45:49,893
Pastel De Nata - FM,2,2023-06-03 09:45:02,893
Croissant - Cube - FM,1,2023-06-03 09:44:11,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:44:11,893
KA - Original - FM,1,2023-06-03 09:44:05,893
Croissant - Cube - FM,1,2023-06-03 09:42:22,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:41:03,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:40:41,893
Canele - Vanilla - FM,1,2023-06-03 09:40:18,893
Croissant - Butter - FM,1,2023-06-03 09:39:54,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:39:48,893
Drink 2 - Cold Brew - FM,2,2023-06-03 09:39:23,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:39:08,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:37:55,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:37:29,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:37:29,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:37:29,893
Drink 4 - Hibiscus Tea - FM,2,2023-06-03 09:36:31,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:35:53,893
Croissant - Cube - FM,1,2023-06-03 09:35:22,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:35:22,893
Croissant - Almond - FM,1,2023-06-03 09:34:09,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:34:09,893
Croissant - Cube - FM,1,2023-06-03 09:33:36,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:32:19,893
Croissant - Almond - FM,2,2023-06-03 09:31:49,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:31:49,893
Muffin - Guilt Free - FM,1,2023-06-03 09:30:51,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:30:25,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:30:25,893
Danish - Blueberry - FM,1,2023-06-03 09:29:49,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:29:49,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:29:17,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:29:17,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:28:56,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:28:26,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:27:26,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 09:27:00,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:27:00,893
Danish - Blueberry - FM,1,2023-06-03 09:26:50,893
Croissant - Almond - FM,1,2023-06-03 09:26:50,893
Croissant - Butter - FM,1,2023-06-03 09:26:13,893
KA - Everything - FM,1,2023-06-03 09:24:41,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:24:41,893
Drink 1 - Drip Coffee - FM,1,2023-06-03 09:24:30,893
Muffin - Guilt Free - FM,1,2023-06-03 09:24:02,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:24:02,893
KA - Original - FM,1,2023-06-03 09:23:56,893
Croissant - Cube - FM,1,2023-06-03 09:23:09,893
Croissant - Almond - FM,1,2023-06-03 09:22:31,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:22:31,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:22:01,893
Croissant - Cube - FM,1,2023-06-03 09:21:57,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:21:14,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:20:59,893
Croissant - Almond - FM,1,2023-06-03 09:20:22,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:19:33,893
Croissant - Almond - FM,1,2023-06-03 09:18:32,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:18:02,893
Banana Bread w. Walnuts - FM,1,2023-06-03 09:17:57,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:17:21,893
Croissant - Coffee & Macadamia - FM,1,2023-06-03 09:17:21,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:16:09,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:14:40,893
KA - Original - FM,1,2023-06-03 09:13:53,893
Croissant - Butter - FM,1,2023-06-03 09:13:37,893
Croissant - Pain Au Chocolat - FM,1,2023-06-03 09:13:37,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:13:37,893
Croissant - Pain Au Chocolat - FM,1,2023-06-03 09:13:14,893
Drink 3 - Mango Black Tea - FM,1,2023-06-03 09:13:14,893
Canele - Vanilla - FM,1,2023-06-03 09:12:25,893
Croissant - Almond - FM,1,2023-06-03 09:11:29,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:10:37,893
Drink 1 - Drip Coffee - FM,2,2023-06-03 09:10:26,893
Drink 2 - Cold Brew - FM,2,2023-06-03 09:09:47,893
Banana Bread w. Walnuts - FM,1,2023-06-03 09:08:10,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:04:04,893
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 09:04:04,893
Drink 4 - Hibiscus Tea - FM,2,2023-06-03 09:03:25,893
Croissant - Butter - FM,1,2023-06-03 09:02:28,893
Croissant - Pain Au Chocolat - FM,1,2023-06-03 09:01:19,893
Drink 2 - Cold Brew - FM,1,2023-06-03 09:01:02,893
Drink 1 - Drip Coffee - FM,1,2023-06-03 09:00:01,893
Croissant - Ube & Strawberry - FM,1,2023-06-03 08:59:56,841
Croissant - Butter - FM,1,2023-06-03 08:59:56,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:59:56,841
Muffin - Guilt Free - FM,1,2023-06-03 08:59:02,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:59:02,841
Danish - Blueberry - FM,1,2023-06-03 08:58:52,841
Danish - Blueberry - FM,1,2023-06-03 08:57:56,841
Croissant - Cube - FM,1,2023-06-03 08:57:20,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:57:20,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:57:13,841
Croissant - Ube & Strawberry - FM,1,2023-06-03 08:56:05,841
KA - Everything - FM,1,2023-06-03 08:56:05,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:55:41,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:55:32,841
Danish - Blueberry - FM,1,2023-06-03 08:55:32,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:54:35,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:54:35,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:54:05,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:53:21,841
Croissant - Butter - FM,1,2023-06-03 08:52:45,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:52:45,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:52:37,841
Croissant - Butter - FM,1,2023-06-03 08:51:41,841
Danish - Blueberry - FM,1,2023-06-03 08:51:28,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:51:28,841
Croissant - Butter - FM,1,2023-06-03 08:51:28,841
Danish - Blueberry - FM,1,2023-06-03 08:51:07,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:50:48,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:50:20,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:50:17,841
Banana Bread w. Walnuts - FM,1,2023-06-03 08:48:49,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:48:26,841
Croissant - Butter - FM,1,2023-06-03 08:48:26,841
Croissant - Pain Au Raisin - FM,1,2023-06-03 08:48:03,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:47:49,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:47:25,841
Danish - Blueberry - FM,1,2023-06-03 08:46:25,841
Croissant - Butter - FM,1,2023-06-03 08:46:06,841
Croissant - Almond - FM,2,2023-06-03 08:46:06,841
KA - Original - FM,1,2023-06-03 08:46:06,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:45:11,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:45:11,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:43:56,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:43:46,841
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 08:43:20,841
Croissant - Ube & Strawberry - FM,1,2023-06-03 08:43:20,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:43:20,841
Croissant - Butter - FM,1,2023-06-03 08:42:55,841
Croissant - Butter - FM,1,2023-06-03 08:42:13,841
Croissant - Cube - FM,1,2023-06-03 08:42:07,841
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 08:41:43,841
Croissant - Butter - FM,1,2023-06-03 08:41:36,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:41:36,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:40:59,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:40:59,841
Banana Bread w. Walnuts - FM,1,2023-06-03 08:40:51,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:40:16,841
Croissant - Cube - FM,1,2023-06-03 08:39:40,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:39:38,841
KA - Original - FM,1,2023-06-03 08:38:37,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:38:37,841
Croissant - Cube - FM,1,2023-06-03 08:38:02,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:37:49,841
Danish - Blueberry - FM,1,2023-06-03 08:37:16,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:37:16,841
Croissant - Cube - FM,1,2023-06-03 08:37:16,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:37:16,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:36:52,841
Croissant - Ube & Strawberry - FM,1,2023-06-03 08:36:52,841
Croissant - Butter - FM,2,2023-06-03 08:36:24,841
Muffin - Guilt Free - FM,1,2023-06-03 08:35:35,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:35:35,841
Drink 4 - Hibiscus Tea - FM,1,2023-06-03 08:35:25,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:35:25,841
Croissant - Pain Au Raisin - FM,6,2023-06-03 08:34:52,841
Canele - Vanilla - FM,2,2023-06-03 08:34:52,841
Croissant - Ube & Strawberry - FM,2,2023-06-03 08:34:52,841
Croissant - Butter - FM,2,2023-06-03 08:34:52,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:34:45,841
Croissant - Ube & Strawberry - FM,1,2023-06-03 08:34:45,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:33:12,841
Croissant - Butter - FM,1,2023-06-03 08:31:37,841
Croissant - Almond - FM,1,2023-06-03 08:29:39,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:29:39,841
Croissant - Almond - FM,1,2023-06-03 08:29:39,841
Drink 1 - Drip Coffee - FM,2,2023-06-03 08:29:39,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:29:39,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:29:39,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:29:39,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:27:37,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:27:08,841
Danish - Blueberry - FM,1,2023-06-03 08:27:08,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:26:06,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:25:04,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:24:37,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:24:37,841
Drink 1 - Drip Coffee - FM,1,2023-06-03 08:22:40,841
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-03 08:22:40,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:22:02,841
Croissant - Cube - FM,1,2023-06-03 08:21:50,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:21:37,841
Croissant - Butter - FM,1,2023-06-03 08:20:57,841
Croissant - Pain Au Chocolat - FM,-1,2023-06-03 08:20:41,841
Danish - Blueberry - FM,1,2023-06-03 08:20:03,841
Croissant - Coffee & Macadamia - FM,1,2023-06-03 08:20:03,841
KA - Original - FM,1,2023-06-03 08:20:03,841
Danish - Blueberry - FM,2,2023-06-03 08:20:03,841
Banana Bread w. Walnuts - FM,1,2023-06-03 08:20:03,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:20:01,841
Drink 2 - Cold Brew - FM,2,2023-06-03 08:18:44,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:17:16,841
Croissant - Pain Au Raisin - FM,2,2023-06-03 08:15:42,841
Drink 3 - Mango Black Tea - FM,1,2023-06-03 08:14:52,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:13:32,841
Croissant - Pain Au Raisin - FM,1,2023-06-03 08:13:19,841
Drink 2 - Cold Brew - FM,1,2023-06-03 08:11:06,841
KA - Original - FM,1,2023-06-03 08:10:30,841
Croissant - Cube - FM,1,2023-06-03 08:10:25,841
Drink 4 - Hibiscus Tea - FM,2,2023-06-03 08:09:22,841
Croissant - Butter - FM,1,2023-06-03 08:09:18,841
Croissant - Pain Au Raisin - FM,1,2023-06-03 08:08:43,841
KA - Original - FM,1,2023-06-03 08:08:43,841
Croissant - Pain Au Chocolat - FM,1,2023-06-03 08:08:30,841
Pastel De Nata - FM,4,2023-06-03 08:07:24,841
Muffin - Guilt Free - FM,2,2023-06-03 08:03:45,841
