Item,Qty,Datetime,Traffic
Croissant - Ube & Strawberry - FM,1,2023-07-15 10:12:32,817
Drink 2 - Cold Brew - FM,1,2023-07-15 10:12:32,817
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 10:11:53,817
Croissant - Ube & Strawberry - FM,1,2023-07-15 10:11:36,817
Drink 5 -Hibiscus - FM,1,2023-07-15 10:11:08,817
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 10:11:08,817
Muffin - Guilt Free - FM,1,2023-07-15 10:10:17,817
Croissant - Cinnamon Sugar Sticks - FM,2,2023-07-15 10:08:52,817
Croissant - Cube - FM,1,2023-07-15 10:08:52,817
Croissant - Pain Au Chocolat - FM,1,2023-07-15 10:07:50,817
Drink 1 - Drip Coffee - FM,1,2023-07-15 10:07:50,817
Croissant - Coffee & Macadamia - FM,1,2023-07-15 10:07:33,817
Drink 2 - Cold Brew - FM,1,2023-07-15 10:05:50,817
Croissant - Cube - FM,1,2023-07-15 10:04:02,817
Croissant - Ube & Strawberry - FM,1,2023-07-15 10:04:02,817
Croissant - Pain Au Chocolat - FM,1,2023-07-15 10:04:02,817
Croissant - Almond - FM,1,2023-07-15 10:03:31,817
Drink 1 - Drip Coffee - FM,1,2023-07-15 10:01:51,817
Drink 1 - Drip Coffee - FM,1,2023-07-15 10:01:23,817
Croissant - Cube - FM,1,2023-07-15 10:00:02,817
Drink 2 - Cold Brew - FM,1,2023-07-15 09:58:47,784
Croissant - Almond - FM,1,2023-07-15 09:58:34,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:58:20,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:56:52,784
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 09:56:52,784
Drink 4 - Strawberry Lemonade - FM,2,2023-07-15 09:55:51,784
Croissant - Cube - FM,1,2023-07-15 09:55:51,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:55:08,784
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 09:55:08,784
Drink 5 -Hibiscus - FM,1,2023-07-15 09:54:46,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:54:46,784
Croissant - Almond - FM,1,2023-07-15 09:54:28,784
Croissant - Coffee & Macadamia - FM,2,2023-07-15 09:53:52,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:53:52,784
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 09:52:49,784
Croissant - Almond - FM,1,2023-07-15 09:52:49,784
Muffin - Guilt Free - FM,1,2023-07-15 09:52:49,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:52:49,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:51:35,784
Croissant - Ube & Strawberry - FM,1,2023-07-15 09:50:47,784
Croissant - Coffee & Macadamia - FM,1,2023-07-15 09:50:16,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:50:16,784
Croissant - Almond - FM,1,2023-07-15 09:48:35,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:48:27,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:45:45,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:45:31,784
Croissant - Ube & Strawberry - FM,1,2023-07-15 09:45:31,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:45:31,784
KA - Everything - FM,1,2023-07-15 09:45:31,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:45:10,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:44:46,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:44:44,784
Muffin - Guilt Free - FM,1,2023-07-15 09:43:41,784
Croissant - Almond - FM,1,2023-07-15 09:43:41,784
Croissant - Coffee & Macadamia - FM,1,2023-07-15 09:43:41,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:43:41,784
Drink 5 -Hibiscus - FM,1,2023-07-15 09:42:48,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:41:13,784
KA - Everything - FM,1,2023-07-15 09:41:13,784
Croissant - Almond - FM,1,2023-07-15 09:41:10,784
Croissant - Cube - FM,1,2023-07-15 09:38:09,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:37:31,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:37:08,784
KA - Everything - FM,1,2023-07-15 09:36:05,784
Croissant - Cube - FM,1,2023-07-15 09:34:15,784
Drink 4 - Strawberry Lemonade - FM,2,2023-07-15 09:34:15,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:34:02,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:34:02,784
Croissant - Coffee & Macadamia - FM,1,2023-07-15 09:34:02,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:33:16,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:32:24,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:32:15,784
Banana Bread w. Walnuts - FM,1,2023-07-15 09:32:15,784
Croissant - Ube & Strawberry - FM,1,2023-07-15 09:31:54,784
Drink 5 -Hibiscus - FM,1,2023-07-15 09:31:24,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:31:24,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:31:00,784
Croissant - Butter - FM,1,2023-07-15 09:28:45,784
KA - Everything - FM,1,2023-07-15 09:28:45,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:25:47,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:25:17,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:24:12,784
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 09:24:12,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:23:02,784
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 09:20:34,784
Croissant - Almond - FM,1,2023-07-15 09:18:29,784
Drink 2 - Cold Brew - FM,2,2023-07-15 09:18:29,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:17:39,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:17:39,784
Croissant - Cube - FM,1,2023-07-15 09:17:39,784
Drink 3 - Mango Black Tea - FM,1,2023-07-15 09:16:23,784
Drink 5 -Hibiscus - FM,1,2023-07-15 09:16:23,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:15:31,784
Croissant - Pain Au Chocolat - FM,1,2023-07-15 09:15:31,784
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 09:15:31,784
Croissant - Cube - FM,1,2023-07-15 09:14:35,784
Croissant - Ube & Strawberry - FM,2,2023-07-15 09:14:35,784
Croissant - Cube - FM,1,2023-07-15 09:13:10,784
Croissant - Butter - FM,1,2023-07-15 09:11:19,784
Croissant - Almond - FM,1,2023-07-15 09:10:16,784
Croissant - Ube & Strawberry - FM,1,2023-07-15 09:07:14,784
Croissant - Almond - FM,1,2023-07-15 09:04:53,784
Drink 2 - Cold Brew - FM,2,2023-07-15 09:04:32,784
Drink 1 - Drip Coffee - FM,1,2023-07-15 09:04:10,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:04:10,784
Drink 2 - Cold Brew - FM,1,2023-07-15 09:03:49,784
Banana Bread w. Walnuts - FM,1,2023-07-15 09:03:05,784
Croissant - Ube & Strawberry - FM,1,2023-07-15 09:02:33,784
Berry Croissant,1,2023-07-15 08:56:55,426
Croissant - Butter - FM,1,2023-07-15 08:56:55,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:56:55,426
Drink 2 - Cold Brew - FM,1,2023-07-15 08:56:16,426
Croissant - Pain Au Chocolat - FM,2,2023-07-15 08:56:16,426
Croissant - Almond - FM,1,2023-07-15 08:56:16,426
Berry Croissant,1,2023-07-15 08:54:58,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:54:58,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:52:37,426
Banana Bread w. Walnuts - FM,1,2023-07-15 08:51:00,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:50:16,426
Drink 5 -Hibiscus - FM,1,2023-07-15 08:50:16,426
Drink 2 - Cold Brew - FM,1,2023-07-15 08:49:01,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:48:21,426
Croissant - Cube - FM,1,2023-07-15 08:48:17,426
Drink 1 - Drip Coffee - FM,1,2023-07-15 08:47:17,426
Croissant - Cube - FM,1,2023-07-15 08:46:42,426
KA - Everything - FM,1,2023-07-15 08:46:42,426
Croissant - Almond - FM,1,2023-07-15 08:46:09,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:41:25,426
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 08:41:25,426
Drink 3 - Mango Black Tea - FM,3,2023-07-15 08:41:25,426
Berry Croissant,1,2023-07-15 08:38:05,426
Croissant - Coffee & Macadamia - FM,1,2023-07-15 08:38:05,426
Drink 1 - Drip Coffee - FM,1,2023-07-15 08:38:05,426
Drink 3 - Mango Black Tea - FM,1,2023-07-15 08:32:57,426
KA - Original - FM,1,2023-07-15 08:32:57,426
Drink 1 - Drip Coffee - FM,1,2023-07-15 08:31:44,426
Croissant - Cinnamon Sugar Sticks - FM,1,2023-07-15 08:31:44,426
Croissant - Almond - FM,1,2023-07-15 08:29:19,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:29:19,426
Drink 2 - Cold Brew - FM,1,2023-07-15 08:28:40,426
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 08:28:40,426
Croissant - Cube - FM,1,2023-07-15 08:28:40,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:28:23,426
Croissant - Almond - FM,1,2023-07-15 08:28:23,426
Croissant - Butter - FM,1,2023-07-15 08:27:27,426
KA - Everything - FM,1,2023-07-15 08:27:24,426
Drink 1 - Drip Coffee - FM,2,2023-07-15 08:26:38,426
Drink 2 - Cold Brew - FM,1,2023-07-15 08:26:03,426
Berry Croissant,1,2023-07-15 08:24:48,426
Croissant - Butter - FM,2,2023-07-15 08:23:22,426
Drink 1 - Drip Coffee - FM,2,2023-07-15 08:22:27,426
KA - Original - FM,1,2023-07-15 08:22:27,426
Soda - FM,1,2023-07-15 08:22:19,426
Muffin - Guilt Free - FM,1,2023-07-15 08:20:02,426
KA - Original - FM,1,2023-07-15 08:20:02,426
KA - Everything - FM,1,2023-07-15 08:20:02,426
Croissant - Butter - FM,1,2023-07-15 08:19:15,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:19:15,426
Croissant - Almond - FM,1,2023-07-15 08:17:36,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:17:36,426
KA - Original - FM,1,2023-07-15 08:17:36,426
Croissant - Butter - FM,1,2023-07-15 08:14:56,426
KA - Everything - FM,1,2023-07-15 08:14:56,426
Berry Croissant,1,2023-07-15 08:14:30,426
Croissant - Butter - FM,1,2023-07-15 08:13:46,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:13:46,426
Drink 2 - Cold Brew - FM,1,2023-07-15 08:13:13,426
Berry Croissant,1,2023-07-15 08:13:04,426
Croissant - Almond - FM,1,2023-07-15 08:11:33,426
Drink 3 - Mango Black Tea - FM,1,2023-07-15 08:11:33,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:10:02,426
Muffin - Guilt Free - FM,1,2023-07-15 08:10:02,426
Croissant - Almond - FM,1,2023-07-15 08:08:26,426
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 08:08:26,426
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 08:08:04,426
Croissant - Pain Au Chocolat - FM,2,2023-07-15 08:07:25,426
Drink 3 - Mango Black Tea - FM,1,2023-07-15 08:07:25,426
Drink 1 - Drip Coffee - FM,1,2023-07-15 08:02:49,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:02:49,426
Croissant - Almond - FM,1,2023-07-15 08:02:45,426
Croissant - Butter - FM,1,2023-07-15 08:02:09,426
Croissant - Almond - FM,1,2023-07-15 08:02:09,426
Berry Croissant,1,2023-07-15 08:01:47,426
KA - Original - FM,2,2023-07-15 08:01:31,426
Croissant - Pain Au Chocolat - FM,1,2023-07-15 08:01:31,426
Croissant - Butter - FM,1,2023-07-15 08:01:31,426
Drink 2 - Cold Brew - FM,2,2023-07-15 08:00:56,426
Croissant - Ube & Strawberry - FM,1,2023-07-15 08:00:56,426
Berry Croissant,1,2023-07-15 08:00:56,426
KA - Everything - FM,1,2023-07-15 08:00:56,426
Berry Croissant,1,2023-07-15 08:00:13,426
Croissant - Coffee & Macadamia - FM,1,2023-07-15 08:00:13,426
Drink 1 - Drip Coffee - FM,1,2023-07-15 08:00:13,426
Croissant - Almond - FM,1,2023-07-15 08:00:01,426
Croissant - Coffee & Macadamia - FM,1,2023-07-15 08:00:01,426
Drink 2 - Cold Brew - FM,1,2023-07-15 07:59:19,512
Drink 1 - Drip Coffee - FM,1,2023-07-15 07:59:19,512
Croissant - Pain Au Raisin - FM,1,2023-07-15 07:58:56,512
KA - Original - FM,1,2023-07-15 07:58:56,512
Croissant - Butter - FM,1,2023-07-15 07:57:47,512
Croissant - Almond - FM,1,2023-07-15 07:57:47,512
Berry Croissant,1,2023-07-15 07:57:28,512
Croissant - Cube - FM,1,2023-07-15 07:57:28,512
Croissant - Butter - FM,4,2023-07-15 07:53:52,512
Croissant - Almond - FM,1,2023-07-15 07:52:48,512
Drink 1 - Drip Coffee - FM,1,2023-07-15 07:50:37,512
Berry Croissant,1,2023-07-15 07:49:41,512
Drink 1 - Drip Coffee - FM,1,2023-07-15 07:49:13,512
Drink 5 -Hibiscus - FM,1,2023-07-15 07:49:13,512
Drink 1 - Drip Coffee - FM,1,2023-07-15 07:47:00,512
Drink 3 - Mango Black Tea - FM,1,2023-07-15 07:45:47,512
Drink 1 - Drip Coffee - FM,1,2023-07-15 07:44:10,512
Croissant - Pain Au Chocolat - FM,2,2023-07-15 07:41:28,512
KA - Original - FM,1,2023-07-15 07:41:28,512
Drink 5 -Hibiscus - FM,1,2023-07-15 07:41:28,512
Croissant - Pain Au Raisin - FM,8,2023-07-15 07:40:48,512
Croissant - Pain Au Chocolat - FM,2,2023-07-15 07:39:13,512
Croissant - Butter - FM,1,2023-07-15 07:38:04,512
Croissant - Ube & Strawberry - FM,1,2023-07-15 07:36:38,512
Croissant - Pain Au Chocolat - FM,1,2023-07-15 07:36:38,512
Drink 2 - Cold Brew - FM,1,2023-07-15 07:36:38,512
Croissant - Butter - FM,1,2023-07-15 07:35:55,512
Drink 4 - Strawberry Lemonade - FM,1,2023-07-15 07:35:07,512
Croissant - Ube & Strawberry - FM,1,2023-07-15 07:35:05,512
Croissant - Ube & Strawberry - FM,1,2023-07-15 07:29:10,512
Croissant - Almond - FM,1,2023-07-15 07:29:10,512
Croissant - Ube & Strawberry - FM,1,2023-07-15 07:28:06,512
Croissant - Butter - FM,1,2023-07-15 07:28:06,512
Berry Croissant,1,2023-07-15 07:28:06,512
Drink 5 -Hibiscus - FM,1,2023-07-15 07:26:34,512
Drink 2 - Cold Brew - FM,1,2023-07-15 07:26:34,512
Drink 5 -Hibiscus - FM,1,2023-07-15 07:26:34,512
Drink 5 -Hibiscus - FM,1,2023-07-15 07:25:31,512
Croissant - Coffee & Macadamia - FM,1,2023-07-15 07:25:31,512
Muffin - Guilt Free - FM,1,2023-07-15 07:25:31,512
Croissant - Butter - FM,1,2023-07-15 07:23:40,512
Croissant - Butter - FM,2,2023-07-15 07:22:10,512
Croissant - Ube & Strawberry - FM,1,2023-07-15 07:22:10,512
Croissant - Coffee & Macadamia - FM,1,2023-07-15 07:20:01,512
Croissant - Almond - FM,1,2023-07-15 07:17:58,512
Croissant - Butter - FM,1,2023-07-15 07:07:04,512
Muffin - Guilt Free - FM,1,2023-07-15 07:02:25,512
Drink 2 - Cold Brew - FM,1,2023-07-15 07:02:25,512
KA - Original - FM,2,2023-07-15 07:02:10,512
Danish - Citrus & Almond - FM,1,2023-06-24 11:46:07,556
Drink 2 - Cold Brew - FM,1,2023-06-24 11:34:52,556
KA - Everything - FM,1,2023-06-24 11:33:01,556
Soda - FM,1,2023-06-24 11:33:01,556
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-24 11:31:43,556
Soda - FM,1,2023-06-24 11:30:43,556
KA - Everything - FM,1,2023-06-24 11:29:45,556
Orange & Almond Danish,1,2023-06-24 11:29:45,556
Soda - FM,1,2023-06-24 11:29:45,556
Croissant - Almond - FM,1,2023-06-24 11:28:47,556
Croissant - Pain Au Raisin - FM,1,2023-06-24 11:28:47,556
Drink 1 - Drip Coffee - FM,2,2023-06-24 11:27:41,556
Croissant - Coffee & Macadamia - FM,1,2023-06-24 11:27:41,556
Danish - Blueberry - FM,1,2023-06-24 11:27:21,556
Banana Bread w. Walnuts - FM,1,2023-06-24 11:27:21,556
Soda - FM,1,2023-06-24 11:26:35,556
Croissant - Cinnamon Sugar Sticks - FM,4,2023-06-24 11:25:47,556
Croissant - Almond - FM,2,2023-06-24 11:24:28,556
Drink 3 - Mango Black Tea - FM,1,2023-06-24 11:22:19,556
Croissant - Almond - FM,1,2023-06-24 11:21:46,556
Drink 3 - Mango Black Tea - FM,1,2023-06-24 11:21:46,556
Banana Bread w. Walnuts - FM,1,2023-06-24 11:21:46,556
Drink 2 - Cold Brew - FM,1,2023-06-24 11:19:17,556
Drink 5 -Hibiscus - FM,3,2023-06-24 11:17:56,556
Drink 2 - Cold Brew - FM,1,2023-06-24 11:17:53,556
KA - Everything - FM,1,2023-06-24 11:15:55,556
KA - Everything - FM,1,2023-06-24 11:13:39,556
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-24 11:12:29,556
Croissant - Almond - FM,1,2023-06-24 11:12:29,556
KA - Everything - FM,1,2023-06-24 11:10:42,556
Croissant - Coffee & Macadamia - FM,1,2023-06-24 11:10:42,556
Drink 5 -Hibiscus - FM,1,2023-06-24 11:10:42,556
Drink 3 - Mango Black Tea - FM,1,2023-06-24 11:10:34,556
Drink 3 - Mango Black Tea - FM,1,2023-06-24 11:09:43,556
Croissant - Ube & Strawberry - FM,1,2023-06-24 11:09:14,556
Muffin - Guilt Free - FM,1,2023-06-24 11:03:42,556
Croissant - Ube & Strawberry - FM,1,2023-06-24 11:03:42,556
Drink 5 -Hibiscus - FM,1,2023-06-24 11:01:10,556
Croissant - Ube & Strawberry - FM,1,2023-06-24 11:00:52,556
Danish - Blueberry - FM,1,2023-06-24 11:00:52,556
Muffin - Guilt Free - FM,1,2023-06-24 11:00:14,556
Croissant - Almond - FM,1,2023-06-24 11:00:14,556
Croissant - Coffee & Macadamia - FM,1,2023-06-24 11:00:14,556
Drink 1 - Drip Coffee - FM,1,2023-06-24 11:00:14,556
Soda - FM,1,2023-06-24 10:58:41,790
Croissant - Almond - FM,1,2023-06-24 10:58:10,790
Drink 3 - Mango Black Tea - FM,1,2023-06-24 10:56:37,790
Croissant - Almond - FM,1,2023-06-24 10:54:02,790
Danish - Citrus & Almond - FM,1,2023-06-24 10:53:34,790
Croissant - Almond - FM,1,2023-06-24 10:52:50,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:52:50,790
Croissant - Almond - FM,2,2023-06-24 10:51:56,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:51:48,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:50:47,790
Croissant - Almond - FM,1,2023-06-24 10:50:41,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:49:35,790
Croissant - Almond - FM,1,2023-06-24 10:47:08,790
Croissant - Coffee & Macadamia - FM,1,2023-06-24 10:47:08,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:46:45,790
Danish - Blueberry - FM,1,2023-06-24 10:46:11,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:46:03,790
Croissant - Almond - FM,1,2023-06-24 10:45:23,790
Croissant - Coffee & Macadamia - FM,1,2023-06-24 10:44:26,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:42:46,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:42:43,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:42:11,790
Croissant - Almond - FM,1,2023-06-24 10:40:07,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:38:41,790
Drink 1 - Drip Coffee - FM,2,2023-06-24 10:38:32,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:37:40,790
Soda - FM,1,2023-06-24 10:37:40,790
Danish - Citrus & Almond - FM,1,2023-06-24 10:37:40,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:35:57,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:34:47,790
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-24 10:34:47,790
Croissant - Coffee & Macadamia - FM,1,2023-06-24 10:34:43,790
Danish - Citrus & Almond - FM,1,2023-06-24 10:34:23,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:34:06,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:33:24,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:33:12,790
Drink 3 - Mango Black Tea - FM,1,2023-06-24 10:32:47,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:32:47,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:30:17,790
Croissant - Almond - FM,1,2023-06-24 10:30:17,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:30:17,790
Croissant - Coffee & Macadamia - FM,1,2023-06-24 10:28:59,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:28:59,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:28:09,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:27:16,790
Danish - Blueberry - FM,1,2023-06-24 10:27:16,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:26:48,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:26:25,790
Danish - Blueberry - FM,1,2023-06-24 10:26:25,790
Croissant - Coffee & Macadamia - FM,1,2023-06-24 10:25:53,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:25:02,790
Croissant - Almond - FM,1,2023-06-24 10:25:02,790
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 10:24:01,790
Danish - Citrus & Almond - FM,2,2023-06-24 10:23:19,790
Drink 3 - Mango Black Tea - FM,2,2023-06-24 10:23:19,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:22:03,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:21:07,790
Danish - Citrus & Almond - FM,1,2023-06-24 10:21:07,790
Danish - Blueberry - FM,1,2023-06-24 10:19:26,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:19:26,790
Soda - FM,1,2023-06-24 10:18:41,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:16:37,790
Soda - FM,1,2023-06-24 10:16:37,790
Danish - Blueberry - FM,1,2023-06-24 10:15:45,790
Orange & Almond Danish,1,2023-06-24 10:14:38,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:14:23,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:14:14,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:13:47,790
Danish - Citrus & Almond - FM,1,2023-06-24 10:13:47,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:13:33,790
Banana Bread w. Walnuts - FM,1,2023-06-24 10:12:47,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:11:25,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:11:25,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:11:25,790
Drink 2 - Cold Brew - FM,2,2023-06-24 10:09:49,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:09:49,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:09:12,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:09:12,790
KA - Everything - FM,1,2023-06-24 10:08:40,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:08:40,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:08:28,790
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 10:07:52,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:07:30,790
Croissant - Butter - FM,-1,2023-06-24 10:06:45,790
Drink 3 - Mango Black Tea - FM,1,2023-06-24 10:06:35,790
Drink 5 -Hibiscus - FM,1,2023-06-24 10:06:35,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:06:06,790
Croissant - Butter - FM,1,2023-06-24 10:06:06,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:05:57,790
Drink 3 - Mango Black Tea - FM,1,2023-06-24 10:05:27,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:05:05,790
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 10:04:44,790
Croissant - Butter - FM,2,2023-06-24 10:03:08,790
Croissant - Cinnamon Sugar Sticks - FM,1,2023-06-24 10:02:29,790
Croissant - Pain Au Chocolat - FM,1,2023-06-24 10:02:29,790
Croissant - Ube & Strawberry - FM,1,2023-06-24 10:01:49,790
Drink 2 - Cold Brew - FM,1,2023-06-24 10:01:49,790
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 10:00:45,790
Croissant - Almond - FM,1,2023-06-24 09:59:40,816
Banana Bread w. Walnuts - FM,1,2023-06-24 09:59:09,816
Drink 4 - Strawberry Lemonade - FM,2,2023-06-24 09:59:09,816
Croissant - Butter - FM,1,2023-06-24 09:58:33,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:58:12,816
Muffin - Guilt Free - FM,1,2023-06-24 09:57:56,816
Drink 4 - Strawberry Lemonade - FM,2,2023-06-24 09:57:16,816
Drink 3 - Mango Black Tea - FM,1,2023-06-24 09:57:16,816
Soda - FM,1,2023-06-24 09:57:10,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:57:10,816
Croissant - Coffee & Macadamia - FM,1,2023-06-24 09:56:24,816
Drink 3 - Mango Black Tea - FM,1,2023-06-24 09:55:28,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:55:28,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:54:48,816
Danish - Citrus & Almond - FM,1,2023-06-24 09:54:48,816
Croissant - Ube & Strawberry - FM,1,2023-06-24 09:53:29,816
Drink 1 - Drip Coffee - FM,2,2023-06-24 09:53:29,816
Banana Bread w. Walnuts - FM,1,2023-06-24 09:53:29,816
Drink 4 - Strawberry Lemonade - FM,2,2023-06-24 09:52:56,816
Danish - Citrus & Almond - FM,1,2023-06-24 09:52:30,816
Croissant - Almond - FM,1,2023-06-24 09:52:30,816
Croissant - Pain Au Chocolat - FM,1,2023-06-24 09:52:23,816
Croissant - Butter - FM,2,2023-06-24 09:51:23,816
Drink 1 - Drip Coffee - FM,1,2023-06-24 09:51:23,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:51:23,816
Danish - Citrus & Almond - FM,1,2023-06-24 09:50:56,816
Croissant - Ube & Strawberry - FM,1,2023-06-24 09:50:56,816
Croissant - Almond - FM,1,2023-06-24 09:50:56,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:50:56,816
Croissant - Cinnamon Sugar Sticks - FM,2,2023-06-24 09:50:46,816
Danish - Blueberry - FM,1,2023-06-24 09:50:46,816
Drink 4 - Strawberry Lemonade - FM,1,2023-06-24 09:50:46,816
Drink 4 - Strawberry Lemonade - FM,2,2023-06-24 09:49:54,816
Drink 2 - Cold Brew - FM,1,2023-06-24 09:49:39,816
Drink 2 - Cold Brew - FM,1,2023-06-24 09:49:03,816
Drink 3 - Mango Black Tea - FM,1,2023-06-24 09:49:03,816
Danish - Citrus & Almond - FM,1,2023-06-24 09:48:38,816
