Item,Qty,Datetime
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:11:25
Drink 5 -Hibiscus - FM,1.0,2023-06-24 10:11:25
Drink 2 - Cold Brew - FM,2.0,2023-06-24 10:09:49
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 10:09:49
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:09:12
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 10:09:12
KA - Everything - FM,1.0,2023-06-24 10:08:40
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:08:40
Drink 5 -Hibiscus - FM,1.0,2023-06-24 10:08:28
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 10:07:52
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 10:07:30
Croissant - Butter - FM,-1.0,2023-06-24 10:06:45
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 10:06:35
Drink 5 -Hibiscus - FM,1.0,2023-06-24 10:06:35
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:06:06
Croissant - Butter - FM,1.0,2023-06-24 10:06:06
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:05:57
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 10:05:27
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 10:05:05
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 10:04:44
Croissant - Butter - FM,2.0,2023-06-24 10:03:08
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 10:02:29
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 10:02:29
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 10:01:49
Drink 2 - Cold Brew - FM,1.0,2023-06-24 10:01:49
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 10:00:45
Croissant - Almond - FM,1.0,2023-06-24 09:59:40
Banana Bread w. Walnuts - FM,1.0,2023-06-24 09:59:09
Drink 4 - Strawberry Lemonade - FM,2.0,2023-06-24 09:59:09
Croissant - Butter - FM,1.0,2023-06-24 09:58:33
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:58:12
Muffin - Guilt Free - FM,1.0,2023-06-24 09:57:56
Drink 4 - Strawberry Lemonade - FM,2.0,2023-06-24 09:57:16
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:57:16
Soda - FM,1.0,2023-06-24 09:57:10
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:57:10
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 09:56:24
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:55:28
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:55:28
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:54:48
Danish - Citrus & Almond - FM,1.0,2023-06-24 09:54:48
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:53:29
Drink 1 - Drip Coffee - FM,2.0,2023-06-24 09:53:29
Banana Bread w. Walnuts - FM,1.0,2023-06-24 09:53:29
Drink 4 - Strawberry Lemonade - FM,2.0,2023-06-24 09:52:56
Danish - Citrus & Almond - FM,1.0,2023-06-24 09:52:30
Croissant - Almond - FM,1.0,2023-06-24 09:52:30
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 09:52:23
Croissant - Butter - FM,2.0,2023-06-24 09:51:23
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 09:51:23
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:51:23
Danish - Citrus & Almond - FM,1.0,2023-06-24 09:50:56
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:50:56
Croissant - Almond - FM,1.0,2023-06-24 09:50:56
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:50:56
Croissant - Cinnamon Sugar Sticks - FM,2.0,2023-06-24 09:50:46
Danish - Blueberry - FM,1.0,2023-06-24 09:50:46
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:50:46
Drink 4 - Strawberry Lemonade - FM,2.0,2023-06-24 09:49:54
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:49:39
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:49:03
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:49:03
Danish - Citrus & Almond - FM,1.0,2023-06-24 09:48:38
Croissant - Butter - FM,1.0,2023-06-24 09:48:38
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 09:48:38
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:48:27
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:48:27
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:48:27
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 09:48:27
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:47:17
Muffin - Guilt Free - FM,1.0,2023-06-24 09:47:17
Muffin - Guilt Free - FM,1.0,2023-06-24 09:46:49
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:46:49
KA - Original - FM,1.0,2023-06-24 09:46:36
Croissant - Pain Au Raisin - FM,1.0,2023-06-24 09:46:36
Croissant - Butter - FM,3.0,2023-06-24 09:45:50
Drink 2 - Cold Brew - FM,3.0,2023-06-24 09:45:50
Muffin - Guilt Free - FM,1.0,2023-06-24 09:45:28
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 09:45:28
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 09:44:18
Drink 4 - Strawberry Lemonade - FM,2.0,2023-06-24 09:44:18
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 09:44:18
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:44:18
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:43:06
KA - Original - FM,1.0,2023-06-24 09:43:06
Drink 3 - Mango Black Tea - FM,2.0,2023-06-24 09:42:31
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:42:04
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 09:42:04
Orange & Almond Danish,1.0,2023-06-24 09:41:20
Drink 2 - Cold Brew - FM,2.0,2023-06-24 09:41:20
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:39:25
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:39:25
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 09:38:10
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:36:34
Croissant - Butter - FM,1.0,2023-06-24 09:36:34
Croissant - Butter - FM,1.0,2023-06-24 09:35:49
Croissant - Butter - FM,1.0,2023-06-24 09:35:34
Danish - Blueberry - FM,1.0,2023-06-24 09:35:34
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 09:34:44
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:34:33
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:32:47
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:31:25
Muffin - Guilt Free - FM,1.0,2023-06-24 09:31:25
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 09:30:54
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 09:30:54
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:28:35
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:28:35
Soda - FM,1.0,2023-06-24 09:28:35
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:27:50
Croissant - Pain Au Chocolat - FM,2.0,2023-06-24 09:26:53
Croissant - Butter - FM,1.0,2023-06-24 09:26:53
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:26:53
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:26:53
Croissant - Almond - FM,1.0,2023-06-24 09:26:34
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:25:47
Danish - Blueberry - FM,1.0,2023-06-24 09:25:11
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:22:51
Croissant - Butter - FM,1.0,2023-06-24 09:22:22
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:22:22
Soda - FM,1.0,2023-06-24 09:22:22
KA - Original - FM,1.0,2023-06-24 09:21:20
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 09:21:20
Croissant - Pain Au Raisin - FM,1.0,2023-06-24 09:21:20
Croissant - Cinnamon Sugar Sticks - FM,2.0,2023-06-24 09:20:20
Drink 5 -Hibiscus - FM,1.0,2023-06-24 09:20:20
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:20:20
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:20:04
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:20:04
Berry Croissant,1.0,2023-06-24 09:19:24
Banana Bread w. Walnuts - FM,1.0,2023-06-24 09:17:47
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:17:35
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:16:25
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:16:12
Drink 5 -Hibiscus - FM,1.0,2023-06-24 09:16:12
Drink 2 - Cold Brew - FM,2.0,2023-06-24 09:15:39
Berry Croissant,1.0,2023-06-24 09:15:39
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:14:37
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:12:43
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:12:43
Croissant - Butter - FM,4.0,2023-06-24 09:12:29
Croissant - Butter - FM,1.0,2023-06-24 09:11:39
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:10:20
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 09:10:20
KA - Original - FM,1.0,2023-06-24 09:09:31
Drink 5 -Hibiscus - FM,1.0,2023-06-24 09:08:49
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 09:08:41
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:08:41
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:08:13
KA - Original - FM,1.0,2023-06-24 09:07:34
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:07:34
KA - Original - FM,1.0,2023-06-24 09:05:59
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 09:05:59
Drink 2 - Cold Brew - FM,1.0,2023-06-24 09:05:22
Soda - FM,1.0,2023-06-24 09:04:49
Danish - Blueberry - FM,1.0,2023-06-24 09:04:49
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 09:04:02
Banana Bread w. Walnuts - FM,1.0,2023-06-24 09:03:42
Banana Bread w. Walnuts - FM,1.0,2023-06-24 09:02:04
Berry Croissant,1.0,2023-06-24 09:01:30
Danish - Blueberry - FM,1.0,2023-06-24 08:59:28
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:57:33
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:57:33
KA - Original - FM,1.0,2023-06-24 08:54:52
Danish - Blueberry - FM,1.0,2023-06-24 08:54:52
Soda - FM,1.0,2023-06-24 08:54:52
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:53:51
Croissant - Pain Au Raisin - FM,1.0,2023-06-24 08:53:36
Danish - Blueberry - FM,1.0,2023-06-24 08:53:15
Croissant - Almond - FM,1.0,2023-06-24 08:52:46
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 08:52:46
Croissant - Butter - FM,2.0,2023-06-24 08:52:18
Croissant - Almond - FM,1.0,2023-06-24 08:51:20
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:51:20
KA - Original - FM,1.0,2023-06-24 08:51:20
Croissant - Butter - FM,1.0,2023-06-24 08:49:24
Danish - Blueberry - FM,1.0,2023-06-24 08:49:24
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 08:49:24
Muffin - Guilt Free - FM,1.0,2023-06-24 08:47:36
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:47:36
Drink 3 - Mango Black Tea - FM,2.0,2023-06-24 08:47:35
Croissant - Almond - FM,1.0,2023-06-24 08:47:35
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 08:46:50
Berry Croissant,1.0,2023-06-24 08:46:49
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:46:18
Berry Croissant,1.0,2023-06-24 08:45:50
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:45:50
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:45:46
Croissant - Butter - FM,3.0,2023-06-24 08:43:49
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 08:41:27
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:41:27
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 08:41:01
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:41:01
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:39:00
Muffin - Guilt Free - FM,1.0,2023-06-24 08:38:19
Berry Croissant,1.0,2023-06-24 08:38:19
Drink 3 - Mango Black Tea - FM,2.0,2023-06-24 08:38:19
Banana Bread w. Walnuts - FM,1.0,2023-06-24 08:36:42
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:36:42
KA - Original - FM,2.0,2023-06-24 08:36:06
Croissant - Pain Au Raisin - FM,1.0,2023-06-24 08:36:06
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:36:06
KA - Original - FM,1.0,2023-06-24 08:35:49
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:35:49
Soda - FM,1.0,2023-06-24 08:35:09
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:35:09
Banana Bread w. Walnuts - FM,1.0,2023-06-24 08:35:09
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 08:34:17
Muffin - Guilt Free - FM,1.0,2023-06-24 08:33:41
KA - Original - FM,1.0,2023-06-24 08:33:41
Drink 3 - Mango Black Tea - FM,2.0,2023-06-24 08:33:41
KA - Original - FM,1.0,2023-06-24 08:32:47
Berry Croissant,1.0,2023-06-24 08:32:47
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:30:14
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:29:57
Drink 2 - Cold Brew - FM,2.0,2023-06-24 08:29:57
Croissant - Almond - FM,1.0,2023-06-24 08:28:26
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:28:26
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:28:11
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 08:25:54
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 08:23:59
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:23:59
Croissant - Almond - FM,1.0,2023-06-24 08:23:59
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 08:23:33
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:23:33
Berry Croissant,1.0,2023-06-24 08:22:20
Croissant - Almond - FM,1.0,2023-06-24 08:22:20
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:22:17
KA - Original - FM,1.0,2023-06-24 08:21:27
Danish - Blueberry - FM,1.0,2023-06-24 08:21:27
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:21:10
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:20:32
Berry Croissant,1.0,2023-06-24 08:20:32
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 08:20:32
Berry Croissant,1.0,2023-06-24 08:19:51
Banana Bread w. Walnuts - FM,1.0,2023-06-24 08:19:04
Muffin - Guilt Free - FM,1.0,2023-06-24 08:19:04
KA - Everything - FM,1.0,2023-06-24 08:19:04
Croissant - Almond - FM,1.0,2023-06-24 08:17:55
KA - Everything - FM,2.0,2023-06-24 08:17:45
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:16:54
Danish - Blueberry - FM,1.0,2023-06-24 08:16:30
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:16:30
Berry Croissant,1.0,2023-06-24 08:16:27
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 08:16:27
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:16:01
Croissant - Pain Au Chocolat - FM,2.0,2023-06-24 08:15:36
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:15:36
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:15:34
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:15:01
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 08:14:20
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:14:05
Croissant - Butter - FM,1.0,2023-06-24 08:13:10
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:12:52
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:12:52
Soda - FM,2.0,2023-06-24 08:12:45
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:11:24
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:11:03
Croissant - Butter - FM,1.0,2023-06-24 08:10:42
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:10:25
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:09:30
Danish - Citrus & Almond - FM,1.0,2023-06-24 08:09:30
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:09:30
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:08:07
Drink 5 -Hibiscus - FM,1.0,2023-06-24 08:08:07
Croissant - Butter - FM,1.0,2023-06-24 08:08:07
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:08:07
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:07:58
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 08:07:23
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 08:07:23
Drink 2 - Cold Brew - FM,1.0,2023-06-24 08:03:42
Croissant - Almond - FM,1.0,2023-06-24 08:03:42
Berry Croissant,1.0,2023-06-24 08:02:53
Croissant - Pain Au Chocolat - FM,2.0,2023-06-24 08:00:57
Danish - Blueberry - FM,1.0,2023-06-24 08:00:57
Croissant - Butter - FM,2.0,2023-06-24 08:00:57
Croissant - Almond - FM,1.0,2023-06-24 07:59:27
Berry Croissant,1.0,2023-06-24 07:59:27
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:57:27
KA - Original - FM,1.0,2023-06-24 07:56:42
Croissant - Pain Au Raisin - FM,1.0,2023-06-24 07:56:42
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 07:54:58
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:54:01
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:53:56
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 07:53:56
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:52:30
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 07:52:30
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:50:19
Berry Croissant,2.0,2023-06-24 07:49:29
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 07:46:12
Drink 2 - Cold Brew - FM,1.0,2023-06-24 07:46:12
Drink 2 - Cold Brew - FM,1.0,2023-06-24 07:44:34
Croissant - Almond - FM,1.0,2023-06-24 07:42:48
Danish - Blueberry - FM,1.0,2023-06-24 07:42:48
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:41:04
Croissant - Cinnamon Sugar Sticks - FM,1.0,2023-06-24 07:41:04
Croissant - Ube & Strawberry - FM,1.0,2023-06-24 07:40:43
Drink 2 - Cold Brew - FM,1.0,2023-06-24 07:40:43
KA - Original - FM,1.0,2023-06-24 07:40:12
KA - Everything - FM,1.0,2023-06-24 07:40:12
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 07:40:12
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:39:55
Berry Croissant,2.0,2023-06-24 07:39:01
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:35:19
Danish - Blueberry - FM,1.0,2023-06-24 07:35:19
Danish - Blueberry - FM,1.0,2023-06-24 07:35:13
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:29:54
Croissant - Almond - FM,1.0,2023-06-24 07:29:54
Berry Croissant,1.0,2023-06-24 07:29:54
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:29:54
Danish - Blueberry - FM,1.0,2023-06-24 07:28:39
Berry Croissant,1.0,2023-06-24 07:28:39
Croissant - Almond - FM,1.0,2023-06-24 07:25:58
Drink 1 - Drip Coffee - FM,1.0,2023-06-24 07:24:26
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:23:37
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-24 07:21:15
Drink 2 - Cold Brew - FM,1.0,2023-06-24 07:20:17
KA - Everything - FM,1.0,2023-06-24 07:20:17
Croissant - Almond - FM,1.0,2023-06-24 07:13:58
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 07:13:52
Drink 3 - Mango Black Tea - FM,1.0,2023-06-24 07:13:52
Croissant - Coffee & Macadamia - FM,1.0,2023-06-24 07:12:18
Croissant - Pain Au Chocolat - FM,1.0,2023-06-24 07:12:18
Drink 1 - Drip Coffee - FM,2.0,2023-06-24 07:05:45
Drink 2 - Cold Brew - FM,1.0,2023-06-24 07:03:50
Drink 1 - Drip Coffee - FM,2.0,2023-06-20 08:07:15
Croissant - Almond - FM,1.0,2023-06-17 12:00:37
Orange & Almond Danish,1.0,2023-06-17 11:59:25
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:58:58
Root Beer,2.0,2023-06-17 11:58:58
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:58:29
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:56:56
Orange & Almond Danish,1.0,2023-06-17 11:54:07
Croissant - Butter - FM,1.0,2023-06-17 11:53:17
Orange & Almond Danish,1.0,2023-06-17 11:51:26
Croissant - Pain Au Raisin - FM,1.0,2023-06-17 11:51:26
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 11:48:49
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:48:49
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:48:49
Root Beer,1.0,2023-06-17 11:48:49
Croissant - Almond - FM,1.0,2023-06-17 11:46:16
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 11:42:15
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:41:18
Ginger Ale,1.0,2023-06-17 11:41:04
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:37:40
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:37:17
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:37:17
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 11:34:41
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:34:05
Ginger Ale,1.0,2023-06-17 11:32:54
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 11:29:59
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:29:30
Croissant - Almond - FM,1.0,2023-06-17 11:29:13
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:22:51
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:20:12
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:19:34
Drink 3 - Mango Black Tea - FM,2.0,2023-06-17 11:14:53
Croissant - Butter - FM,1.0,2023-06-17 11:13:53
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:13:10
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 11:12:34
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:12:34
Danish - Citrus & Almond - FM,1.0,2023-06-17 11:12:19
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-17 11:10:57
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 11:10:57
Croissant - Butter - FM,1.0,2023-06-17 11:10:57
Croissant - Butter - FM,1.0,2023-06-17 11:10:33
Danish - Blueberry - FM,1.0,2023-06-17 11:09:45
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:09:45
Croissant - Almond - FM,1.0,2023-06-17 11:08:41
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 11:08:41
Croissant - Butter - FM,1.0,2023-06-17 11:08:41
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 11:08:41
Croissant - Almond - FM,1.0,2023-06-17 11:03:29
Drink 2 - Cold Brew - FM,1.0,2023-06-17 11:02:57
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 10:56:34
Danish - Blueberry - FM,1.0,2023-06-17 10:56:34
Croissant - Almond - FM,1.0,2023-06-17 10:56:34
Croissant - Butter - FM,1.0,2023-06-17 10:55:09
Danish - Blueberry - FM,1.0,2023-06-17 10:55:09
Croissant - Almond - FM,1.0,2023-06-17 10:54:06
Danish - Citrus & Almond - FM,1.0,2023-06-17 10:54:06
Croissant - Almond - FM,1.0,2023-06-17 10:52:18
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 10:50:40
Croissant - Ube & Strawberry - FM,2.0,2023-06-17 10:49:15
Croissant - Almond - FM,1.0,2023-06-17 10:49:04
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 10:49:04
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 10:48:29
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 10:47:58
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 10:47:35
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 10:46:49
Croissant - Butter - FM,1.0,2023-06-17 10:46:19
Orange & Almond Danish,1.0,2023-06-17 10:46:19
Muffin - Guilt Free - FM,1.0,2023-06-17 10:44:06
Drink 3 - Mango Black Tea - FM,1.0,2023-06-17 10:44:06
Croissant - Almond - FM,1.0,2023-06-17 10:42:38
Drink 2 - Cold Brew - FM,1.0,2023-06-17 10:42:38
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 10:41:41
Muffin - Guilt Free - FM,1.0,2023-06-17 10:41:41
Ginger Ale,1.0,2023-06-17 10:41:35
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 10:40:43
Drink 2 - Cold Brew - FM,1.0,2023-06-17 10:40:41
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 10:40:08
Croissant - Ube & Strawberry - FM,1.0,2023-06-17 10:39:29
Croissant - Butter - FM,1.0,2023-06-17 10:38:53
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-17 10:36:35
Muffin - Guilt Free - FM,2.0,2023-06-17 10:36:13
Danish - Blueberry - FM,1.0,2023-06-17 10:34:20
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-17 10:34:20
Danish - Blueberry - FM,2.0,2023-06-17 10:34:18
KA - Everything - FM,1.0,2023-06-17 10:33:32
Croissant - Almond - FM,1.0,2023-06-17 10:33:29
Danish - Blueberry - FM,1.0,2023-06-17 10:32:33
Croissant - Cinnamon Sugar Sticks - FM,3.0,2023-06-17 10:32:05
Croissant - Butter - FM,1.0,2023-06-17 10:31:41
Drink 2 - Cold Brew - FM,1.0,2023-06-17 10:30:34
Drink 2 - Cold Brew - FM,1.0,2023-06-17 10:30:10
KA - Everything - FM,1.0,2023-06-17 10:29:18
KA - Everything - FM,1.0,2023-06-17 10:28:23
Croissant - Pain Au Chocolat - FM,1.0,2023-06-17 10:28:23
Croissant - Coffee & Macadamia - FM,1.0,2023-06-17 10:28:23
Danish - Blueberry - FM,1.0,2023-06-17 10:27:42
Danish - Blueberry - FM,1.0,2023-06-17 10:25:47
Croissant - Pain Au Raisin - FM,1.0,2023-06-17 10:25:47
Drink 1 - Drip Coffee - FM,1.0,2023-06-17 10:22:50
Drink 4 - Strawberry Lemonade - FM,1.0,2023-06-17 10:22:14
