Item,Qty,Datetime
Pistachio Croissant - FM,1.0,2024-10-26 10:03:31
Drip Coffee - FM,1.0,2024-10-26 10:02:17
Butter Croissant - FM,1.0,2024-10-26 10:02:17
Almond Croissant - FM,1.0,2024-10-26 10:00:59
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 10:00:59
Berry Croissant - FM,2.0,2024-10-26 09:59:46
Ube & Strawberry Croissant - FM,1.0,2024-10-26 09:59:46
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:59:46
Almond Croissant - FM,1.0,2024-10-26 09:58:53
Pistachio Croissant - FM,1.0,2024-10-26 09:58:53
Ube & Strawberry Croissant - FM,1.0,2024-10-26 09:58:18
Berry Croissant - FM,1.0,2024-10-26 09:58:18
Almond Croissant - FM,1.0,2024-10-26 09:57:30
Pistachio Croissant - FM,1.0,2024-10-26 09:57:30
Flavored Lemonade - FM,2.0,2024-10-26 09:57:30
Pandan Coconut Roll - FM,1.0,2024-10-26 09:55:50
Drip Coffee - FM,1.0,2024-10-26 09:55:50
Pear & Strawberry Bostock - FM,1.0,2024-10-26 09:55:12
Drip Coffee - FM,3.0,2024-10-26 09:55:12
Kouign Amann - FM,1.0,2024-10-26 09:55:12
Pain Au Chocolat - FM,2.0,2024-10-26 09:53:07
Butter Croissant - FM,1.0,2024-10-26 09:53:07
Drip Coffee - FM,1.0,2024-10-26 09:52:10
Flavored Lemonade - FM,1.0,2024-10-26 09:52:10
Kouign Amann - FM,1.0,2024-10-26 09:51:37
Pistachio Croissant - FM,1.0,2024-10-26 09:51:37
Drip Coffee - FM,1.0,2024-10-26 09:50:28
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:50:27
Almond Croissant - FM,1.0,2024-10-26 09:48:22
Pain Au Chocolat - FM,1.0,2024-10-26 09:48:08
Butter Croissant - FM,1.0,2024-10-26 09:47:11
Pain Au Chocolat - FM,1.0,2024-10-26 09:46:30
Drip Coffee - FM,1.0,2024-10-26 09:45:03
Butter Croissant - FM,1.0,2024-10-26 09:44:26
Drip Coffee - FM,1.0,2024-10-26 09:43:29
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:36:43
Pistachio Croissant - FM,1.0,2024-10-26 09:34:35
Pain Au Chocolat - FM,1.0,2024-10-26 09:31:30
Almond Croissant - FM,1.0,2024-10-26 09:31:30
Pain Au Chocolat - FM,1.0,2024-10-26 09:27:43
Pain Au Chocolat - FM,1.0,2024-10-26 09:26:37
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:23:40
Flavored Lemonade - FM,1.0,2024-10-26 09:19:37
Pain Au Chocolat - FM,1.0,2024-10-26 09:18:35
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:18:35
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 09:13:45
Butter Croissant - FM,1.0,2024-10-26 09:13:45
Drip Coffee - FM,1.0,2024-10-26 09:13:14
Ube & Strawberry Croissant - FM,1.0,2024-10-26 09:03:46
Pistachio Croissant - FM,1.0,2024-10-26 09:03:46
Iced Teas - FM,1.0,2024-10-26 09:03:46
Pear & Strawberry Bostock - FM,1.0,2024-10-26 09:01:03
Kouign Amann - FM,1.0,2024-10-26 09:01:03
Almond Croissant - FM,1.0,2024-10-26 08:59:07
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 08:58:53
Kouign Amann - FM,1.0,2024-10-26 08:58:53
Butter Croissant - FM,1.0,2024-10-26 08:58:26
Kouign Amann - FM,1.0,2024-10-26 08:58:09
Butter Croissant - FM,1.0,2024-10-26 08:54:01
Drip Coffee - FM,1.0,2024-10-26 08:53:09
Everything Kouign Amann - FM,1.0,2024-10-26 08:50:50
Ube & Strawberry Croissant - FM,1.0,2024-10-26 08:50:20
Drip Coffee - FM,1.0,2024-10-26 08:50:20
Drip Coffee - FM,2.0,2024-10-26 08:47:19
Pistachio Croissant - FM,1.0,2024-10-26 08:44:45
Drip Coffee - FM,1.0,2024-10-26 08:42:02
Pear & Strawberry Bostock - FM,1.0,2024-10-26 08:40:48
Berry Croissant - FM,1.0,2024-10-26 08:39:17
Ube & Strawberry Croissant - FM,1.0,2024-10-26 08:39:17
Everything Kouign Amann - FM,1.0,2024-10-26 08:39:17
Kouign Amann - FM,1.0,2024-10-26 08:37:06
Pain Au Chocolat - FM,1.0,2024-10-26 08:35:38
Berry Croissant - FM,1.0,2024-10-26 08:35:38
Pandan Coconut Roll - FM,2.0,2024-10-26 08:34:02
Drip Coffee - FM,1.0,2024-10-26 08:34:02
Kouign Amann - FM,1.0,2024-10-26 08:34:02
Pain Au Chocolat - FM,1.0,2024-10-26 08:34:02
Pistachio Croissant - FM,1.0,2024-10-26 08:30:36
Kouign Amann - FM,1.0,2024-10-26 08:24:23
Pear & Strawberry Bostock - FM,1.0,2024-10-26 08:22:49
Berry Croissant - FM,1.0,2024-10-26 08:22:49
Pain Au Chocolat - FM,2.0,2024-10-26 08:17:40
Berry Croissant - FM,1.0,2024-10-26 08:16:56
Pain Au Chocolat - FM,1.0,2024-10-26 08:16:56
Chocohaz Coffee Croissant - FM,1.0,2024-10-26 08:10:34
Kouign Amann - FM,1.0,2024-10-26 08:09:59
Ube & Strawberry Croissant - FM,1.0,2024-10-26 08:05:02
Hop Water - FM,1.0,2024-10-26 08:05:02
Butter Croissant - FM,1.0,2024-10-26 07:58:19
Ube & Strawberry Croissant - FM,1.0,2024-10-26 07:57:41
Berry Croissant - FM,1.0,2024-10-26 07:56:33
Pain Au Chocolat - FM,1.0,2024-10-26 07:53:41
Butter Croissant - FM,1.0,2024-10-26 07:52:27
Pain Au Chocolat - FM,1.0,2024-10-26 07:52:27
Berry Croissant - FM,1.0,2024-10-26 07:52:27
Berry Croissant - FM,1.0,2024-10-26 07:50:54
Kouign Amann - FM,1.0,2024-10-26 07:43:47
Drip Coffee - FM,1.0,2024-10-26 07:40:34
Ube & Strawberry Croissant - FM,1.0,2024-10-26 07:40:08
Pistachio Croissant - FM,1.0,2024-10-26 07:40:08
Pain Au Chocolat - FM,1.0,2024-10-26 07:40:08
Drip Coffee - FM,1.0,2024-10-26 07:30:11
Drip Coffee - FM,1.0,2024-10-26 07:29:35
Butter Croissant - FM,2.0,2024-10-26 07:28:23
Pandan Coconut Roll - FM,1.0,2024-10-26 07:28:23
Drip Coffee - FM,1.0,2024-10-26 07:18:31
Almond Croissant - FM,1.0,2024-10-26 07:15:08
Butter Croissant - FM,1.0,2024-10-26 07:15:08
Pear & Strawberry Bostock - FM,1.0,2024-10-26 07:15:08
Butter Croissant - FM,1.0,2024-10-26 07:09:04
Pistachio Croissant - FM,1.0,2024-10-26 07:09:04
Pandan Coconut Roll - FM,1.0,2024-10-26 07:09:04
Almond Croissant - FM,1.0,2024-10-26 07:01:34
Butter Croissant - FM,1.0,2024-10-26 07:01:34
Almond Croissant - FM,1.0,2024-10-19 12:00:31
Iced Teas - FM,1.0,2024-10-19 11:49:55
Berry Croissant - FM,1.0,2024-10-19 11:45:50
Pistachio Croissant - FM,1.0,2024-10-19 11:45:50
Iced Teas - FM,1.0,2024-10-19 11:44:30
Berry Croissant - FM,1.0,2024-10-19 11:42:33
Pistachio Croissant - FM,1.0,2024-10-19 11:42:33
Ube & Strawberry Croissant - FM,1.0,2024-10-19 11:41:13
Pistachio Croissant - FM,1.0,2024-10-19 11:41:13
Pistachio Croissant - FM,1.0,2024-10-19 11:39:14
Pain Au Chocolat - FM,1.0,2024-10-19 11:39:14
Flavored Lemonade - FM,1.0,2024-10-19 11:35:48
Berry Croissant - FM,1.0,2024-10-19 11:27:57
Pistachio Croissant - FM,1.0,2024-10-19 11:27:57
Cold Brew - FM,1.0,2024-10-19 11:23:49
Ube & Strawberry Croissant - FM,1.0,2024-10-19 11:23:31
Pain Au Chocolat - FM,1.0,2024-10-19 11:23:31
Pandan Coconut Roll - FM,1.0,2024-10-19 11:21:02
Pain Au Chocolat - FM,1.0,2024-10-19 11:21:02
Pain Au Chocolat - FM,1.0,2024-10-19 11:18:42
Berry Croissant - FM,1.0,2024-10-19 11:18:42
Everything Kouign Amann - FM,1.0,2024-10-19 11:17:16
Ube & Strawberry Croissant - FM,1.0,2024-10-19 11:17:16
Pandan Coconut Roll - FM,1.0,2024-10-19 11:14:00
Everything Kouign Amann - FM,1.0,2024-10-19 11:14:00
Cold Brew - FM,1.0,2024-10-19 11:13:11
Cold Brew - FM,1.0,2024-10-19 11:12:08
Pandan Coconut Roll - FM,1.0,2024-10-19 11:11:00
Pain Au Chocolat - FM,1.0,2024-10-19 11:11:00
Almond Croissant - FM,2.0,2024-10-19 11:09:40
Pandan Coconut Roll - FM,1.0,2024-10-19 11:06:21
Pandan Coconut Roll - FM,1.0,2024-10-19 11:05:37
Pandan Coconut Roll - FM,1.0,2024-10-19 11:04:52
Everything Kouign Amann - FM,1.0,2024-10-19 11:04:52
Pain Au Chocolat - FM,1.0,2024-10-19 10:59:46
Almond Croissant - FM,1.0,2024-10-19 10:52:22
Pain Au Chocolat - FM,1.0,2024-10-19 10:52:22
Flavored Lemonade - FM,1.0,2024-10-19 10:52:22
Everything Kouign Amann - FM,1.0,2024-10-19 10:52:22
Berry Croissant - FM,1.0,2024-10-19 10:50:38
Cold Brew - FM,1.0,2024-10-19 10:49:48
Iced Teas - FM,1.0,2024-10-19 10:48:02
Butter Croissant - FM,1.0,2024-10-19 10:47:00
Almond Croissant - FM,1.0,2024-10-19 10:45:50
Pain Au Chocolat - FM,2.0,2024-10-19 10:44:48
Flavored Lemonade - FM,1.0,2024-10-19 10:42:55
Flavored Lemonade - FM,1.0,2024-10-19 10:42:00
Pain Au Chocolat - FM,1.0,2024-10-19 10:36:45
Pain Au Chocolat - FM,1.0,2024-10-19 10:35:51
Drip Coffee - FM,1.0,2024-10-19 10:35:47
Berry Croissant - FM,1.0,2024-10-19 10:34:56
Iced Teas - FM,1.0,2024-10-19 10:34:00
Butter Croissant - FM,1.0,2024-10-19 10:33:23
Iced Teas - FM,1.0,2024-10-19 10:33:23
Everything Kouign Amann - FM,1.0,2024-10-19 10:33:08
Berry Croissant - FM,1.0,2024-10-19 10:33:08
Cold Brew - FM,1.0,2024-10-19 10:32:33
Drip Coffee - FM,2.0,2024-10-19 10:32:24
Everything Kouign Amann - FM,1.0,2024-10-19 10:31:32
Pain Au Chocolat - FM,1.0,2024-10-19 10:31:32
Drip Coffee - FM,1.0,2024-10-19 10:31:32
Berry Croissant - FM,1.0,2024-10-19 10:30:39
Pistachio Croissant - FM,1.0,2024-10-19 10:30:39
Flavored Lemonade - FM,2.0,2024-10-19 10:29:30
Butter Croissant - FM,1.0,2024-10-19 10:28:46
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 10:27:04
Pandan Coconut Roll - FM,1.0,2024-10-19 10:27:04
Pandan Coconut Roll - FM,-1.0,2024-10-19 10:26:36
Pain Au Chocolat - FM,-1.0,2024-10-19 10:26:36
Pain Au Chocolat - FM,1.0,2024-10-19 10:26:05
Pandan Coconut Roll - FM,1.0,2024-10-19 10:26:05
Drip Coffee - FM,1.0,2024-10-19 10:24:18
Cold Brew - FM,1.0,2024-10-19 10:24:18
Berry Croissant - FM,2.0,2024-10-19 10:23:21
Ube & Strawberry Croissant - FM,1.0,2024-10-19 10:22:13
Pandan Coconut Roll - FM,1.0,2024-10-19 10:22:13
Everything Kouign Amann - FM,1.0,2024-10-19 10:19:18
Butter Croissant - FM,1.0,2024-10-19 10:13:33
Pain Au Chocolat - FM,1.0,2024-10-19 10:13:33
Berry Croissant - FM,1.0,2024-10-19 10:13:19
Butter Croissant - FM,2.0,2024-10-19 10:12:46
Pain Au Chocolat - FM,2.0,2024-10-19 10:12:24
Pandan Coconut Roll - FM,1.0,2024-10-19 10:12:24
Iced Teas - FM,1.0,2024-10-19 10:10:57
Pear & Strawberry Bostock - FM,1.0,2024-10-19 10:10:57
Ube & Strawberry Croissant - FM,1.0,2024-10-19 10:10:57
Berry Croissant - FM,1.0,2024-10-19 10:08:20
Drip Coffee - FM,2.0,2024-10-19 10:00:22
Drip Coffee - FM,2.0,2024-10-19 09:58:06
Iced Teas - FM,1.0,2024-10-19 09:58:06
Pain Au Chocolat - FM,1.0,2024-10-19 09:56:53
Everything Kouign Amann - FM,1.0,2024-10-19 09:56:16
Butter Croissant - FM,1.0,2024-10-19 09:54:45
Almond Croissant - FM,1.0,2024-10-19 09:53:15
Butter Croissant - FM,1.0,2024-10-19 09:53:15
Pistachio Croissant - FM,1.0,2024-10-19 09:53:15
Pain Au Chocolat - FM,1.0,2024-10-19 09:53:15
Ube & Strawberry Croissant - FM,1.0,2024-10-19 09:51:18
Drip Coffee - FM,1.0,2024-10-19 09:51:18
Pistachio Croissant - FM,1.0,2024-10-19 09:51:18
Iced Teas - FM,1.0,2024-10-19 09:51:18
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 09:49:48
Berry Croissant - FM,1.0,2024-10-19 09:47:21
Butter Croissant - FM,1.0,2024-10-19 09:47:21
Pandan Coconut Roll - FM,1.0,2024-10-19 09:47:21
Pain Au Chocolat - FM,1.0,2024-10-19 09:47:21
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:44:55
Butter Croissant - FM,1.0,2024-10-19 09:41:36
Pistachio Croissant - FM,1.0,2024-10-19 09:41:36
Pandan Coconut Roll - FM,1.0,2024-10-19 09:40:52
Cold Brew - FM,1.0,2024-10-19 09:40:27
Iced Teas - FM,1.0,2024-10-19 09:38:48
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:36:47
Drip Coffee - FM,1.0,2024-10-19 09:36:47
Flavored Lemonade - FM,1.0,2024-10-19 09:36:47
Pandan Coconut Roll - FM,1.0,2024-10-19 09:35:45
Cold Brew - FM,1.0,2024-10-19 09:35:45
Berry Croissant - FM,2.0,2024-10-19 09:35:28
Almond Croissant - FM,1.0,2024-10-19 09:35:28
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:35:28
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 09:34:55
Kouign Amann - FM,1.0,2024-10-19 09:30:11
Drip Coffee - FM,1.0,2024-10-19 09:28:56
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 09:28:45
Butter Croissant - FM,1.0,2024-10-19 09:28:45
Kouign Amann - FM,1.0,2024-10-19 09:28:00
Drip Coffee - FM,1.0,2024-10-19 09:27:08
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:26:52
Kouign Amann - FM,1.0,2024-10-19 09:26:52
Ube & Strawberry Croissant - FM,1.0,2024-10-19 09:25:59
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:25:59
Drip Coffee - FM,1.0,2024-10-19 09:25:20
Flavored Lemonade - FM,1.0,2024-10-19 09:25:20
Butter Croissant - FM,3.0,2024-10-19 09:24:10
Butter Croissant - FM,2.0,2024-10-19 09:23:32
Drip Coffee - FM,2.0,2024-10-19 09:22:09
Kouign Amann - FM,1.0,2024-10-19 09:22:09
Cold Brew - FM,1.0,2024-10-19 09:20:41
Butter Croissant - FM,1.0,2024-10-19 09:19:46
Iced Teas - FM,1.0,2024-10-19 09:19:46
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:19:46
Drip Coffee - FM,1.0,2024-10-19 09:19:46
Drip Coffee - FM,1.0,2024-10-19 09:18:13
Iced Teas - FM,1.0,2024-10-19 09:16:28
Ube & Strawberry Croissant - FM,1.0,2024-10-19 09:15:59
Drip Coffee - FM,1.0,2024-10-19 09:15:07
Pistachio Croissant - FM,1.0,2024-10-19 09:14:24
Ube & Strawberry Croissant - FM,1.0,2024-10-19 09:14:24
Pistachio Croissant - FM,1.0,2024-10-19 09:13:50
Everything Kouign Amann - FM,1.0,2024-10-19 09:13:50
Butter Croissant - FM,1.0,2024-10-19 09:13:10
Drip Coffee - FM,2.0,2024-10-19 09:11:21
Drip Coffee - FM,1.0,2024-10-19 09:08:46
Pandan Coconut Roll - FM,1.0,2024-10-19 09:08:46
Kouign Amann - FM,1.0,2024-10-19 09:06:25
Drip Coffee - FM,1.0,2024-10-19 09:01:03
Pear & Strawberry Bostock - FM,1.0,2024-10-19 09:01:03
Ube & Strawberry Croissant - FM,1.0,2024-10-19 08:56:35
Drip Coffee - FM,1.0,2024-10-19 08:56:35
Butter Croissant - FM,1.0,2024-10-19 08:55:47
Almond Croissant - FM,1.0,2024-10-19 08:55:47
Kouign Amann - FM,1.0,2024-10-19 08:55:47
Drip Coffee - FM,1.0,2024-10-19 08:53:21
Kouign Amann - FM,1.0,2024-10-19 08:50:11
Drip Coffee - FM,1.0,2024-10-19 08:50:11
Butter Croissant - FM,1.0,2024-10-19 08:47:41
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 08:47:41
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 08:45:22
Everything Kouign Amann - FM,1.0,2024-10-19 08:45:22
Drip Coffee - FM,1.0,2024-10-19 08:44:36
Pandan Coconut Roll - FM,1.0,2024-10-19 08:44:05
Pistachio Croissant - FM,1.0,2024-10-19 08:44:05
Drip Coffee - FM,1.0,2024-10-19 08:33:02
Flavored Lemonade - FM,1.0,2024-10-19 08:31:02
Kouign Amann - FM,1.0,2024-10-19 08:30:11
Drip Coffee - FM,1.0,2024-10-19 08:25:43
Flavored Lemonade - FM,1.0,2024-10-19 08:25:15
Drip Coffee - FM,1.0,2024-10-19 08:25:15
Pandan Coconut Roll - FM,1.0,2024-10-19 08:23:40
Drip Coffee - FM,1.0,2024-10-19 08:23:40
Butter Croissant - FM,1.0,2024-10-19 08:21:36
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 08:19:14
Pistachio Croissant - FM,1.0,2024-10-19 08:19:14
Butter Croissant - FM,1.0,2024-10-19 08:17:36
Pistachio Croissant - FM,1.0,2024-10-19 08:17:19
Almond Croissant - FM,1.0,2024-10-19 08:17:19
Almond Croissant - FM,1.0,2024-10-19 08:13:20
Ube & Strawberry Croissant - FM,1.0,2024-10-19 08:13:20
Almond Croissant - FM,1.0,2024-10-19 08:08:21
Ube & Strawberry Croissant - FM,1.0,2024-10-19 08:03:20
Pandan Coconut Roll - FM,1.0,2024-10-19 08:03:20
Butter Croissant - FM,1.0,2024-10-19 07:58:29
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 07:58:29
Kouign Amann - FM,1.0,2024-10-19 07:58:29
Everything Kouign Amann - FM,1.0,2024-10-19 07:58:29
Pistachio Croissant - FM,1.0,2024-10-19 07:58:29
Drip Coffee - FM,1.0,2024-10-19 07:54:28
Pain Au Chocolat - FM,1.0,2024-10-19 07:52:00
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 07:50:17
Kouign Amann - FM,1.0,2024-10-19 07:50:17
Drip Coffee - FM,1.0,2024-10-19 07:48:40
Pear & Strawberry Bostock - FM,2.0,2024-10-19 07:42:35
Berry Croissant - FM,1.0,2024-10-19 07:33:51
Pear & Strawberry Bostock - FM,1.0,2024-10-19 07:33:51
Butter Croissant - FM,1.0,2024-10-19 07:28:59
Pain Au Chocolat - FM,1.0,2024-10-19 07:28:59
Berry Croissant - FM,1.0,2024-10-19 07:28:59
Pear & Strawberry Bostock - FM,1.0,2024-10-19 07:28:59
Drip Coffee - FM,1.0,2024-10-19 07:28:59
Almond Croissant - FM,1.0,2024-10-19 07:16:36
Butter Croissant - FM,1.0,2024-10-19 07:16:36
Butter Croissant - FM,1.0,2024-10-19 07:16:06
Ube & Strawberry Croissant - FM,2.0,2024-10-19 07:16:06
Ube & Strawberry Croissant - FM,1.0,2024-10-19 07:15:04
Butter Croissant - FM,1.0,2024-10-19 07:15:04
Kouign Amann - FM,1.0,2024-10-19 07:15:04
Chocohaz Coffee Croissant - FM,1.0,2024-10-19 07:15:04
Drip Coffee - FM,1.0,2024-10-19 07:01:57
Drip Coffee - FM,1.0,2024-10-19 06:56:59
Drip Coffee - FM,1.0,2024-10-12 11:18:25
Flavored Lemonade - FM,1.0,2024-10-12 11:17:40
Drip Coffee - FM,1.0,2024-10-12 11:16:24
Flavored Lemonade - FM,1.0,2024-10-12 11:12:19
Everything Kouign Amann - FM,1.0,2024-10-12 11:11:42
Drip Coffee - FM,1.0,2024-10-12 11:11:42
Pistachio Croissant - FM,1.0,2024-10-12 11:10:59
Everything Kouign Amann - FM,1.0,2024-10-12 11:10:59
Cold Brew - FM,1.0,2024-10-12 11:10:59
Iced Teas - FM,1.0,2024-10-12 11:10:59
Pistachio Croissant - FM,1.0,2024-10-12 11:09:47
Cold Brew - FM,1.0,2024-10-12 11:08:03
Pistachio Croissant - FM,1.0,2024-10-12 11:08:03
Ube & Strawberry Croissant - FM,1.0,2024-10-12 11:05:10
Flavored Lemonade - FM,1.0,2024-10-12 11:05:10
Flavored Lemonade - FM,2.0,2024-10-12 11:01:55
Iced Teas - FM,1.0,2024-10-12 11:01:20
Almond Croissant - FM,1.0,2024-10-12 10:52:20
Ube & Strawberry Croissant - FM,1.0,2024-10-12 10:47:38
Pistachio Croissant - FM,1.0,2024-10-12 10:44:22
Everything Kouign Amann - FM,1.0,2024-10-12 10:44:22
Flavored Lemonade - FM,1.0,2024-10-12 10:43:22
Berry Croissant - FM,2.0,2024-10-12 10:43:00
Drip Coffee - FM,1.0,2024-10-12 10:42:33
Iced Teas - FM,1.0,2024-10-12 10:41:44
Butter Croissant - FM,2.0,2024-10-12 10:41:07
Pistachio Croissant - FM,1.0,2024-10-12 10:41:07
Cold Brew - FM,1.0,2024-10-12 10:40:16
Pain Au Chocolat - FM,1.0,2024-10-12 10:40:16
Iced Teas - FM,1.0,2024-10-12 10:40:16
Berry Croissant - FM,1.0,2024-10-12 10:40:16
Berry Croissant - FM,1.0,2024-10-12 10:36:01
Pain Au Chocolat - FM,1.0,2024-10-12 10:36:01
Pain Au Chocolat - FM,1.0,2024-10-12 10:34:06
Ube & Strawberry Croissant - FM,1.0,2024-10-12 10:33:02
Drip Coffee - FM,1.0,2024-10-12 10:33:02
Pain Au Chocolat - FM,1.0,2024-10-12 10:33:02
Drip Coffee - FM,1.0,2024-10-12 10:30:54
Butter Croissant - FM,1.0,2024-10-12 10:30:54
Everything Kouign Amann - FM,1.0,2024-10-12 10:30:23
Flavored Lemonade - FM,2.0,2024-10-12 10:29:16
Pistachio Croissant - FM,1.0,2024-10-12 10:27:20
Butter Croissant - FM,1.0,2024-10-12 10:19:10
Butter Croissant - FM,1.0,2024-10-12 10:15:28
Everything Kouign Amann - FM,1.0,2024-10-12 10:14:05
Berry Croissant - FM,1.0,2024-10-12 10:13:21
Butter Croissant - FM,1.0,2024-10-12 10:13:21
Butter Croissant - FM,2.0,2024-10-12 10:12:20
Pain Au Chocolat - FM,1.0,2024-10-12 10:12:20
Drip Coffee - FM,1.0,2024-10-12 10:11:24
Almond Croissant - FM,1.0,2024-10-12 10:11:17
Pear & Strawberry Bostock - FM,1.0,2024-10-12 10:11:17
Pain Au Chocolat - FM,1.0,2024-10-12 10:11:17
Ube & Strawberry Croissant - FM,1.0,2024-10-12 10:11:17
Drip Coffee - FM,1.0,2024-10-12 10:09:42
Pistachio Croissant - FM,1.0,2024-10-12 10:09:09
Berry Croissant - FM,1.0,2024-10-12 10:09:09
Ube & Strawberry Croissant - FM,1.0,2024-10-12 10:08:31
Pain Au Chocolat - FM,1.0,2024-10-12 10:08:31
Butter Croissant - FM,1.0,2024-10-12 10:08:31
Pain Au Chocolat - FM,1.0,2024-10-12 10:08:29
Everything Kouign Amann - FM,1.0,2024-10-12 10:08:29
Berry Croissant - FM,1.0,2024-10-12 10:08:03
Pear & Strawberry Bostock - FM,1.0,2024-10-12 10:08:03
Flavored Lemonade - FM,1.0,2024-10-12 10:06:03
Iced Teas - FM,1.0,2024-10-12 10:05:35
Pain Au Chocolat - FM,1.0,2024-10-12 10:05:35
Pain Au Chocolat - FM,1.0,2024-10-12 10:02:57
Pain Au Chocolat - FM,1.0,2024-10-12 10:01:53
Drip Coffee - FM,1.0,2024-10-12 10:01:32
Almond Croissant - FM,1.0,2024-10-12 10:00:56
Drip Coffee - FM,1.0,2024-10-12 10:00:55
Butter Croissant - FM,1.0,2024-10-12 10:00:35
Everything Kouign Amann - FM,1.0,2024-10-12 10:00:35
Drip Coffee - FM,1.0,2024-10-12 09:59:55
Butter Croissant - FM,1.0,2024-10-12 09:55:24
Ube & Strawberry Croissant - FM,1.0,2024-10-12 09:55:24
Ube & Strawberry Croissant - FM,1.0,2024-10-12 09:54:21
Pandan Coconut Roll - FM,1.0,2024-10-12 09:53:13
Almond Croissant - FM,1.0,2024-10-12 09:53:13
Drip Coffee - FM,1.0,2024-10-12 09:48:19
Cold Brew - FM,1.0,2024-10-12 09:47:56
Flavored Lemonade - FM,1.0,2024-10-12 09:47:12
Iced Teas - FM,1.0,2024-10-12 09:47:12
Cold Brew - FM,1.0,2024-10-12 09:46:34
Drip Coffee - FM,1.0,2024-10-12 09:45:42
Flavored Lemonade - FM,1.0,2024-10-12 09:44:41
Cold Brew - FM,1.0,2024-10-12 09:41:51
Iced Teas - FM,1.0,2024-10-12 09:41:22
Cold Brew - FM,1.0,2024-10-12 09:41:22
Drip Coffee - FM,1.0,2024-10-12 09:38:55
Pandan Coconut Roll - FM,1.0,2024-10-12 09:36:56
Everything Kouign Amann - FM,1.0,2024-10-12 09:36:56
Almond Croissant - FM,1.0,2024-10-12 09:33:41
Pain Au Chocolat - FM,1.0,2024-10-12 09:33:41
Pistachio Croissant - FM,1.0,2024-10-12 09:32:43
Pandan Coconut Roll - FM,1.0,2024-10-12 09:32:43
Almond Croissant - FM,1.0,2024-10-12 09:30:58
Berry Croissant - FM,1.0,2024-10-12 09:30:58
Pain Au Chocolat - FM,1.0,2024-10-12 09:28:28
Butter Croissant - FM,1.0,2024-10-12 09:27:55
Flavored Lemonade - FM,1.0,2024-10-12 09:27:26
Pandan Coconut Roll - FM,1.0,2024-10-12 09:27:26
Pistachio Croissant - FM,1.0,2024-10-12 09:24:21
Pear & Strawberry Bostock - FM,1.0,2024-10-12 09:24:21
Drip Coffee - FM,1.0,2024-10-12 09:23:18
Pistachio Croissant - FM,1.0,2024-10-12 09:22:02
Ube & Strawberry Croissant - FM,1.0,2024-10-12 09:22:02
Pandan Coconut Roll - FM,1.0,2024-10-12 09:20:56
Pear & Strawberry Bostock - FM,1.0,2024-10-12 09:20:56
Drip Coffee - FM,1.0,2024-10-12 09:20:56
Pain Au Chocolat - FM,1.0,2024-10-12 09:19:18
Pain Au Chocolat - FM,1.0,2024-10-12 09:18:25
Pandan Coconut Roll - FM,1.0,2024-10-12 09:18:25
Butter Croissant - FM,1.0,2024-10-12 09:17:26
Pistachio Croissant - FM,1.0,2024-10-12 09:17:26
Ube & Strawberry Croissant - FM,1.0,2024-10-12 09:16:39
Pear & Strawberry Bostock - FM,1.0,2024-10-12 09:15:44
Pain Au Chocolat - FM,1.0,2024-10-12 09:15:44
Pistachio Croissant - FM,1.0,2024-10-12 09:15:03
Berry Croissant - FM,1.0,2024-10-12 09:14:25
Ube & Strawberry Croissant - FM,1.0,2024-10-12 09:14:25
Pistachio Croissant - FM,1.0,2024-10-12 09:14:25
Drip Coffee - FM,1.0,2024-10-12 09:12:40
Pain Au Chocolat - FM,1.0,2024-10-12 09:12:12
Kouign Amann - FM,1.0,2024-10-12 09:11:16
Pear & Strawberry Bostock - FM,1.0,2024-10-12 09:11:16
Almond Croissant - FM,1.0,2024-10-12 09:10:30
Pain Au Chocolat - FM,1.0,2024-10-12 09:10:30
Drip Coffee - FM,1.0,2024-10-12 09:08:29
Drip Coffee - FM,1.0,2024-10-12 09:06:52
Drip Coffee - FM,1.0,2024-10-12 09:05:38
Pain Au Chocolat - FM,1.0,2024-10-12 09:05:38
Pandan Coconut Roll - FM,1.0,2024-10-12 09:04:33
Kouign Amann - FM,1.0,2024-10-12 09:04:33
